eventid,iyear,imonth,iday,country_txt,provstate,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
198001010005,1980,1,1,India,,Manipur Imphal,Assassination,Government (General),Maoists,Unknown
198001090004,1980,1,9,India,,Manipur,Armed Assault,Government (General),Maoists,Firearms
198003210002,1980,3,21,India,,Chiaplant,Assassination,Educational Institution,Mizo National Front,Firearms
198003210009,1980,3,21,India,,Tinzol,Armed Assault,NGO,Mizo National Front,Incendiary
198004040001,1980,4,4,India,,Calcutta,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198004250006,1980,4,25,India,,New Delhi,Assassination,Private Citizens & Property,Unknown,Firearms
198008270001,1980,8,27,India,,Tirupatur,Bombing/Explosion,Police,Naxalites,Explosives/Bombs/Dynamite
198011080002,1980,11,8,India,,Assam,Bombing/Explosion,Utilities,Unknown,Explosives/Bombs/Dynamite
198012130001,1980,12,13,India,,Assam,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198012190003,1980,12,19,India,,Assam,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198101150006,1981,1,15,India,,Manipur,Unknown,Police,Unknown,Unknown
198101280002,1981,1,28,India,,Assam,Bombing/Explosion,Military,Anti-Immigrant Activists,Explosives/Bombs/Dynamite
198102130003,1981,2,13,India,,Assam,Bombing/Explosion,Utilities,Anti-Immigrant Activists,Explosives/Bombs/Dynamite
198103180008,1981,3,18,India,,Gauhati (Assam),Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
198104050001,1981,4,5,India,,Gavharti,Bombing/Explosion,Utilities,Unknown,Explosives/Bombs/Dynamite
198104060001,1981,4,6,India,,"Jornat, Assam",Assassination,Government (General),Unknown,Explosives/Bombs/Dynamite
198104270005,1981,4,27,India,,Nagaland,Assassination,Government (General),Insurgents,Firearms
198106140001,1981,6,14,India,,Assam,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198107240003,1981,7,24,India,,Unknown,Bombing/Explosion,Transportation,Extremists,Explosives/Bombs/Dynamite
198108150001,1981,8,15,India,,MAnipur,Bombing/Explosion,Private Citizens & Property,People's Liberation Army (India),Explosives/Bombs/Dynamite
198108150002,1981,8,15,India,,Assam,Bombing/Explosion,Transportation,Dissident,Explosives/Bombs/Dynamite
198109010007,1981,9,1,India,,Manipur,Unknown,Government (General),Unknown,Unknown
198109150003,1981,9,15,India,,Mashhad,Assassination,Military,Unknown,Unknown
198109290003,1981,9,29,India,,New Delhi- Srinagar,Hijacking,Airports & Aircraft,Sikh Extremists,Firearms
198110160001,1981,10,16,India,,Chandigarh,Assassination,Government (General),Sikh Extremists,Firearms
198111290002,1981,11,29,India,,Chandigarh (Punjab),Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
198202190003,1982,2,19,India,,Manipur,Unknown,Military,Secessionists,Unknown
198206040005,1982,6,4,India,,West Bengal,Unknown,Violent Political Party,Naxalites,Unknown
198206090001,1982,6,9,India,,Gauhati,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198206140006,1982,6,14,India,,New Delhi,Assassination,Government (Diplomatic),Unknown,Firearms
198206150001,1982,6,15,India,,Aijal (in Mizoram),Assassination,Government (General),Unknown,Firearms
198206200004,1982,6,20,India,,Mizoram,Assassination,Unknown,Mizo National Front,Firearms
198208200020,1982,8,20,India,,Jodhpur,Hijacking,Airports & Aircraft,Sikh Extremists,Firearms
198208260004,1982,8,26,India,,Bombay,Assassination,Government (Diplomatic),Unknown,Firearms
198210000012,1982,10,0,India,,Amritsar,Unknown,Government (General),Akali Dal Party,Unknown
198210250009,1982,10,25,India,,Tipaimukh,Armed Assault,Police,Mizo National Front,Firearms
198210260011,1982,10,26,India,,Amritsar,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
198211180002,1982,11,18,India,,New Delhi,Bombing/Explosion,Government (Diplomatic),Unknown,Explosives/Bombs/Dynamite
198212100011,1982,12,10,India,,Bombay,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198301310002,1983,1,31,India,,Assam,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198302030002,1983,2,3,India,,New Dehli,Bombing/Explosion,Airports & Aircraft,Iranians,Explosives/Bombs/Dynamite
198302030003,1983,2,3,India,,New Dehli,Bombing/Explosion,Airports & Aircraft,Iranians,Explosives/Bombs/Dynamite
198302110002,1983,2,11,India,,New Delhi,Unknown,Government (Diplomatic),Unknown,Unknown
198302150002,1983,2,15,India,,Gauhati,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198302150003,1983,2,15,India,,Assam State (Gauhati),Assassination,Government (General),Unknown,Unknown
198303080002,1983,3,8,India,,New Delhi,Bombing/Explosion,Private Citizens & Property,All India Sikh Students Federation (AISSF),Explosives/Bombs/Dynamite
198303080003,1983,3,8,India,,New Delhi,Bombing/Explosion,Transportation,All India Sikh Students Federation (AISSF),Explosives/Bombs/Dynamite
198303150003,1983,3,15,India,,Assam,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198303150004,1983,3,15,India,,Gauhati,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198303210007,1983,3,21,India,,Punjab (Harshowl Village),Assassination,Religious Figures/Institutions,Unknown,Unknown
198303210008,1983,3,21,India,,"Mothawala (Kapurthala Dist.), Punjab",Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198303210012,1983,3,21,India,,Punjab (at Quadian),Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198303300001,1983,3,30,India,,Punjab,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198303300002,1983,3,30,India,,Balto Bazar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198303300003,1983,3,30,India,,Gauhati,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198304070001,1983,4,7,India,,Gauhati,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198304080001,1983,4,8,India,,Gauhati,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198304090011,1983,4,9,India,,Kampur,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198304090012,1983,4,9,India,,Gauhati,Bombing/Explosion,Maritime,Unknown,Explosives/Bombs/Dynamite
198304250001,1983,4,25,India,,Amristar (Punjab),Assassination,Police,Sikh Extremists,Firearms
198306260013,1983,6,26,India,,Sultanpuri Lodhi (Kapurthala District),Assassination,Religious Figures/Institutions,Sikh Extremists,Unknown
198306270002,1983,6,27,India,,Jullundur,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Explosives/Bombs/Dynamite
198308150003,1983,8,15,India,,Punjab (Muktsar),Assassination,Police,Unknown,Firearms
198309210002,1983,9,21,India,,Jullundur,Bombing/Explosion,Religious Figures/Institutions,Sikh Extremists,Explosives/Bombs/Dynamite
198309210003,1983,9,21,India,,Ludhiana Dist,Assassination,Police,Sikh Extremists,Firearms
198309210005,1983,9,21,India,,Amritsar,Unknown,Business,Sikh Extremists,Unknown
198309210006,1983,9,21,India,,Amritsar,Unknown,Business,Sikh Extremists,Unknown
198309230004,1983,9,23,India,,Amritsar,Assassination,Private Citizens & Property,Extremists,Firearms
198309260001,1983,9,26,India,,Amritsar,Assassination,Police,Sikh Extremists,Firearms
198310130002,1983,10,13,India,,Delhi,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
198310130003,1983,10,13,India,,Delhi,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
198310140002,1983,10,14,India,,New Delhi,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198310140004,1983,10,14,India,,Taran Taran,Assassination,Police,Unknown,Firearms
198310150004,1983,10,15,India,,Chandigarh,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198310170001,1983,10,17,India,,Chandigarh,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
198310170002,1983,10,17,India,,Chandigarh,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
198310170003,1983,10,17,India,,Assam,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198310170004,1983,10,17,India,,Amritsar,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198310250002,1983,10,25,India,,New Delhi,Assassination,Government (Diplomatic),Unknown,Firearms
198311070002,1983,11,7,India,,Assam,Bombing/Explosion,Transportation,Anti-Immigrant Activists,Explosives/Bombs/Dynamite
198311070008,1983,11,7,India,,New Delhi,Unknown,Airports & Aircraft,Fedayeen Khalq (People's Commandos),Unknown
198311150003,1983,11,15,India,,Gauhati,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
198311180010,1983,11,18,India,,Punjab,Hostage Taking (Kidnapping),Transportation,Unknown,Firearms
198311190001,1983,11,19,India,,Gauhati,Assassination,Government (General),Unknown,Firearms
198311280006,1983,11,28,India,,Jullundur town,Assassination,Government (General),Unknown,Firearms
198312200003,1983,12,20,India,,Punjab,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198402000001,1984,2,0,India,,Punjab,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Explosives/Bombs/Dynamite
198402000002,1984,2,0,India,,Punjab,Assassination,Private Citizens & Property,Sikh Extremists,Unknown
198402010007,1984,2,1,India,,Tripura,Armed Assault,Military,Tripura National Volunteers (TNV),Unknown
198402070003,1984,2,7,India,,"Dimapur, Nagaland",Assassination,Government (General),Naga People,Firearms
198402150020,1984,2,15,India,,Punjab,Unknown,Police,Sikh Extremists,Unknown
198402160009,1984,2,16,India,,Punjab,Assassination,Police,Unknown,Melee
198402160010,1984,2,16,India,,Punjab,Armed Assault,Police,Unknown,Explosives/Bombs/Dynamite
198402200008,1984,2,20,India,,Bhatinda town,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,Incendiary
198402200009,1984,2,20,India,,Bhatinda town,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,Incendiary
198402200010,1984,2,20,India,,Bhatinda town,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,Incendiary
198402210001,1984,2,21,India,,Amritsar,Bombing/Explosion,Police,Sikh Extremists,Explosives/Bombs/Dynamite
198402210002,1984,2,21,India,,Hoshiarpur,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
198402260004,1984,2,26,India,,Pheowal village,Armed Assault,Private Citizens & Property,Unknown,Firearms
198402260005,1984,2,26,India,,Punjab,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198402290017,1984,2,29,India,,Amritsar,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
198403150008,1984,3,15,India,,Imphal (Manipur State),Unknown,Military,People's Liberation Army (India),Unknown
198403230003,1984,3,23,India,,Punjab,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198403230005,1984,3,23,India,,Punjab (Zerozepur dist),Assassination,Religious Figures/Institutions,Sikh Extremists,Firearms
198403250003,1984,3,25,India,,Punjab,Assassination,Private Citizens & Property,Unknown,Unknown
198403280001,1984,3,28,India,,Punjab,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
198403280007,1984,3,28,India,,New Delhi,Assassination,Government (General),Sikh Extremists,Firearms
198403280008,1984,3,28,India,,Punjab,Assassination,Business,Unknown,Firearms
198403300002,1984,3,30,India,,Amritsar,Assassination,Private Citizens & Property,Unknown,Firearms
198403300003,1984,3,30,India,,Delhi,Assassination,Private Citizens & Property,Unknown,Unknown
198403300004,1984,3,30,India,,Tripura (in Baramura),Armed Assault,Utilities,Tripura Nationalists,Firearms
198404010007,1984,4,1,India,,Punjab,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
198404020001,1984,4,2,India,,Amritsar,Assassination,Government (General),Dishmish Regiment,Unknown
198404030005,1984,4,3,India,,Chandigarh,Assassination,Government (General),Dishmish Regiment,Firearms
198404040006,1984,4,4,India,,Punjab,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Explosives/Bombs/Dynamite
198404050013,1984,4,5,India,,Rajasthan,Unknown,Business,Sikh Extremists,Unknown
198404070002,1984,4,7,India,,Punjab,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198404080002,1984,4,8,India,,Bhatinda,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
198404080003,1984,4,8,India,,Punjab,Bombing/Explosion,Religious Figures/Institutions,Sikh Extremists,Explosives/Bombs/Dynamite
198404080005,1984,4,8,India,,Bhatinda,Assassination,Private Citizens & Property,Unknown,Firearms
198404080009,1984,4,8,India,,Ropar,Facility/Infrastructure Attack,Educational Institution,Unknown,Incendiary
198404110006,1984,4,11,India,,Rahon,Assassination,Business,Sikh Extremists,Firearms
198404110007,1984,4,11,India,,Patiala,Assassination,Business,Unknown,Unknown
198404110008,1984,4,11,India,,Amritsar,Assassination,Business,Sikh Extremists,Unknown
198404110011,1984,4,11,India,,Punjab,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
198404110012,1984,4,11,India,,Punjab,Armed Assault,Transportation,Sikh Extremists,Incendiary
198404110013,1984,4,11,India,,Amritsar,Armed Assault,Religious Figures/Institutions,Unknown,Firearms
198404120001,1984,4,12,India,,Kalanour,Assassination,Journalists & Media,Sikh Extremists,Firearms
198404140001,1984,4,14,India,,Amritsar,Assassination,Terrorists/Non-State Militia,Sikh Extremists,Firearms
198404140002,1984,4,14,India,,Amritsar,Assassination,Terrorists/Non-State Militia,Sikh Extremists,Firearms
198404150005,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150006,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150007,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150008,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150009,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150010,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150011,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150012,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150013,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150014,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150015,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150016,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150017,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150018,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150019,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150020,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150021,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150022,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150023,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150024,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150025,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150026,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150027,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150028,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150029,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150030,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150031,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150032,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150033,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150034,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150035,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150036,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150037,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150038,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150039,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150040,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150041,1984,4,15,India,,Punjab,Bombing/Explosion,Transportation,Dishmish Regiment,Firearms
198404150042,1984,4,15,India,,Punjab,Facility/Infrastructure Attack,Government (General),Dishmish Regiment,Incendiary
198404160008,1984,4,16,India,,Amritsar,Assassination,Terrorists/Non-State Militia,Sikh Extremists,Firearms
198404160009,1984,4,16,India,,Amritsar,Assassination,Violent Political Party,Sikh Extremists,Unknown
198404160010,1984,4,16,India,,Amritsar,Assassination,Religious Figures/Institutions,Unknown,Firearms
198404170009,1984,4,17,India,,Bella village,Assassination,Private Citizens & Property,Sikh Extremists,Unknown
198404170012,1984,4,17,India,,Chandigarh(Punjab),Assassination,Private Citizens & Property,Sikh Extremists,Explosives/Bombs/Dynamite
198404190004,1984,4,19,India,,Punjab,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198404190007,1984,4,19,India,,Ambala,Assassination,Police,Unknown,Firearms
198404210006,1984,4,21,India,,northern India,Assassination,Terrorists/Non-State Militia,Sikh Extremists,Unknown
198404210009,1984,4,21,India,,Northern India,Facility/Infrastructure Attack,Transportation,Sikh Extremists,Incendiary
198404220003,1984,4,22,India,,Punjab (Jogiana),Assassination,Religious Figures/Institutions,Sikh Extremists,Firearms
198404220010,1984,4,22,India,,Amarkot,Armed Assault,Business,Sikh Extremists,Firearms
198404230008,1984,4,23,India,,Punjab,Assassination,Military,Unknown,Melee
198404230014,1984,4,23,India,,Ferozepore,Unknown,Police,Unknown,Unknown
198404240001,1984,4,24,India,,Punjab,Unknown,Police,Sikh Extremists,Unknown
198404240002,1984,4,24,India,,Amritsar,Assassination,Religious Figures/Institutions,Sikh Extremists,Melee
198404260009,1984,4,26,India,,Armitsar,Assassination,Business,Sikh Extremists,Firearms
198404260010,1984,4,26,India,,Punjab,Assassination,Business,Unknown,Firearms
198404300003,1984,4,30,India,,Punjab,Assassination,Police,Sikh Extremists,Firearms
198405010014,1984,5,1,India,,Tripura state,Assassination,Police,Tripura National Volunteers (TNV),Firearms
198405020003,1984,5,2,India,,Punjab,Assassination,Government (General),Unknown,Firearms
198405050004,1984,5,5,India,,Haryana,Armed Assault,Transportation,Unknown,Firearms
198405060005,1984,5,6,India,,Amritsar,Bombing/Explosion,Police,Sikh Extremists,Explosives/Bombs/Dynamite
198405070001,1984,5,7,India,,Punjab's Zeroepur district,Assassination,Government (General),Sikh Extremists,Unknown
198405100009,1984,5,10,India,,Amritsar,Assassination,Religious Figures/Institutions,Sikh Extremists,Firearms
198405120006,1984,5,12,India,,Punjab,Assassination,Journalists & Media,Dishmish Regiment,Firearms
198405130009,1984,5,13,India,,Punjab,Unknown,Transportation,Sikh Extremists,Unknown
198405140002,1984,5,14,India,,unidentified,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
198405140010,1984,5,14,India,,Amritsar,Assassination,Religious Figures/Institutions,Unknown,Firearms
198405180007,1984,5,18,India,,Manipur,Bombing/Explosion,Business,People's Liberation Army (India),Unknown
198405180008,1984,5,18,India,,Punjab,Assassination,Religious Figures/Institutions,Dishmish Regiment,Firearms
198405180011,1984,5,18,India,,Punjab,Facility/Infrastructure Attack,Private Citizens & Property,Dishmish Regiment,Incendiary
198405200001,1984,5,20,India,,Jammu town,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198405200003,1984,5,20,India,,Punjab,Assassination,Government (General),Unknown,Firearms
198405210010,1984,5,21,India,,Zerozepore,Assassination,Police,Unknown,Firearms
198405210012,1984,5,21,India,,township of Mansa,Assassination,Religious Figures/Institutions,Extremists,Unknown
198405210013,1984,5,21,India,,Moga,Hijacking,Transportation,Sikh Extremists,Unknown
198405220002,1984,5,22,India,,Amritsar,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
198405230006,1984,5,23,India,,Punjab,Armed Assault,Private Citizens & Property,Unknown,Firearms
198405250006,1984,5,25,India,,Zerozpur,Assassination,Government (General),Sikh Extremists,Firearms
198405290004,1984,5,29,India,,Punjab,Assassination,Military,Sikh Extremists,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
198405290008,1984,5,29,India,,Punjab,Facility/Infrastructure Attack,Government (General),Sikh Extremists,Incendiary
198405290013,1984,5,29,India,,Punjab,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198405300004,1984,5,30,India,,Amritsar,Assassination,Government (General),Unknown,Firearms
198405300005,1984,5,30,India,,Tarn Taran,Assassination,Police,Unknown,Firearms
198405300008,1984,5,30,India,,Batala,Armed Assault,Private Citizens & Property,Unknown,Firearms
198406010002,1984,6,1,India,,Dhariwal,Armed Assault,Religious Figures/Institutions,Unknown,Firearms
198406020002,1984,6,2,India,,Patiala Dist.,Assassination,Private Citizens & Property,Unknown,Unknown
198406020003,1984,6,2,India,,Punjab Hoshiarpur,Assassination,Government (General),Unknown,Unknown
198406020004,1984,6,2,India,,Lakhuwal village,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198406020005,1984,6,2,India,,Zhanewal,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198406150005,1984,6,15,India,,Tezpur,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
198406150008,1984,6,15,India,,Punjab,Assassination,Religious Figures/Institutions,Sikh Extremists,Melee
198406160003,1984,6,16,India,,Punjab,Assassination,Government (General),Sikh Extremists,Firearms
198406210014,1984,6,21,India,,Haryana state,Bombing/Explosion,Business,Unknown,Unknown
198406240009,1984,6,24,India,,Gurdaspur,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198406240010,1984,6,24,India,,Sootia,Assassination,Police,Unknown,Unknown
198406240011,1984,6,24,India,,Tezpur town,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198406240014,1984,6,24,India,,Punjab,Assassination,Religious Figures/Institutions,Unknown,Melee
198406240015,1984,6,24,India,,Batala,Assassination,Private Citizens & Property,Unknown,Firearms
198406270006,1984,6,27,India,,Tezpur,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198407050010,1984,7,5,India,,en route from Srinagar to Delhi,Hijacking,Airports & Aircraft,All India Sikh Students Federation (AISSF),Firearms
198407210003,1984,7,21,India,,Northern India,Facility/Infrastructure Attack,Unknown,Unknown,Sabotage Equipment
198407210004,1984,7,21,India,,Ludhiana Dist.,Unknown,Police,Sikh Extremists,Unknown
198408020003,1984,8,2,India,,Madras,Bombing/Explosion,Airports & Aircraft,Unknown,Explosives/Bombs/Dynamite
198408080005,1984,8,8,India,,Punjab,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198408100005,1984,8,10,India,,Banglore- Mangalore flight,Hijacking,Airports & Aircraft,Unknown,Explosives/Bombs/Dynamite
198408240005,1984,8,24,India,,en route from Chandigarh to Srinagar,Hijacking,Airports & Aircraft,Sikh Extremists,Melee
198409000029,1984,9,0,India,,UNK,Armed Assault,Business,Sikh Extremists,Melee
198409050017,1984,9,5,India,,Tripuna (at Subaisingh),Armed Assault,Transportation,Tripura National Volunteers (TNV),Melee
198409120004,1984,9,12,India,,Jullundur,Bombing/Explosion,Business,Sikh Extremists,Explosives/Bombs/Dynamite
198409120006,1984,9,12,India,,"Punjab (near Batala, 25 miles from Amritsar)",Hijacking,Transportation,Sikh Extremists,Firearms
198410040021,1984,10,4,India,,Amritsar,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Explosives/Bombs/Dynamite
198410250001,1984,10,25,India,,Delhi,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
198410310002,1984,10,31,India,,New Delhi,Assassination,Government (General),Sikh Extremists,Firearms
198411270011,1984,11,27,India,,Bombay,Assassination,Government (General),Revolutionary Organization of Socialist Moslems,Firearms
198412080002,1984,12,8,India,,Imphal,Assassination,Government (General),National Socialist Council of Nagaland,Unknown
198412080003,1984,12,8,India,,Nalavdar District,Bombing/Explosion,Police,Extremists,Explosives/Bombs/Dynamite
198502030005,1985,2,3,India,,Punjab (Bhatinda Dist.),Unknown,Religious Figures/Institutions,Unknown,Unknown
198502050002,1985,2,5,India,,Tripura,Assassination,Private Citizens & Property,Tripura National Volunteers (TNV),Unknown
198502050009,1985,2,5,India,,Bhrigudas Bari Village,Unknown,Private Citizens & Property,Tripura National Volunteers (TNV),Unknown
198502050010,1985,2,5,India,,Madhaybrar,Assassination,Government (General),Tripura National Volunteers (TNV),Firearms
198503240001,1985,3,24,India,,Chandigarh,Assassination,Government (General),Sikh Extremists,Unknown
198503240008,1985,3,24,India,,Chandigarh,Assassination,Government (General),Sikh Extremists,Unknown
198504080004,1985,4,8,India,,Chandigarh,Assassination,Police,Unknown,Unknown
198504190001,1985,4,19,India,,Armitsar,Assassination,Government (General),Sikh Extremists,Firearms
198504300006,1985,4,30,India,,Chandigarh,Bombing/Explosion,Religious Figures/Institutions,Sikh Extremists,Explosives/Bombs/Dynamite
198505060001,1985,5,6,India,,Dhariwal-northern Punjob,Assassination,Government (General),Sikh Extremists,Unknown
198505070001,1985,5,7,India,,Bhatinda,Assassination,Police,Unknown,Unknown
198505100020,1985,5,10,India,,Uttar Pradesh State,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198505100021,1985,5,10,India,,Hisar,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198505100022,1985,5,10,India,,Chardigarh,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198505110001,1985,5,11,India,,New Delhi,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198505110002,1985,5,11,India,,New Delhi,Bombing/Explosion,Government (General),Sikh Extremists,Explosives/Bombs/Dynamite
198505160052,1985,5,16,India,,Unknown,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198506040004,1985,6,4,India,,Hoshiarpur,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
198506040005,1985,6,4,India,,Patiala,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198506040006,1985,6,4,India,,Gurdaspur,Unknown,Private Citizens & Property,Unknown,Unknown
198506200020,1985,6,20,India,,Meerut 50mi NE of New Delhi,Assassination,Government (General),Unknown,Unknown
