eventid,iyear,imonth,iday,country_txt,provstate,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
198901160003,1989,1,16,India,,Shankerdura,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
198901160006,1989,1,16,India,,Fatehpur,Armed Assault,Police,Sikh Extremists,Firearms
198901170005,1989,1,17,India,,Ludhiana,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198901210001,1989,1,21,India,,Amarkalan,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198901240001,1989,1,24,India,,Patiala district,Assassination,Private Citizens & Property,Unknown,Firearms
198901240002,1989,1,24,India,,Santu Nangal,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198901240003,1989,1,24,India,,Bhantinda,Assassination,Government (General),Sikh Extremists,Firearms
198901260001,1989,1,26,India,,Ropar,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198901260006,1989,1,26,India,,Punjab state,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198901300001,1989,1,30,India,,Hoshiardpur district,Assassination,Government (General),Sikh Extremists,Firearms
198901300005,1989,1,30,India,,Wear Amritsar,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198902010001,1989,2,1,India,,Bhai Ladhu,Assassination,Private Citizens & Property,Khalistan Commando Force,Firearms
198902010009,1989,2,1,India,,Rijatipet,Armed Assault,Police,Naxalites,Firearms
198902020004,1989,2,2,India,,Adilabad District,Armed Assault,Police,People's War Group (PWG),Firearms
198902040001,1989,2,4,India,,Chandigarh,Assassination,Private Citizens & Property,Sikh Extremists,Melee
198902050001,1989,2,5,India,,Chandigarh,Assassination,Violent Political Party,Sikh Extremists,Firearms
198902050008,1989,2,5,India,,Ferozepur District,Armed Assault,Military,Sikh Extremists,Firearms
198902100001,1989,2,10,India,,Johal,Assassination,Private Citizens & Property,Unknown,Firearms
198902100002,1989,2,10,India,,Hira,Assassination,Private Citizens & Property,Unknown,Firearms
198902100007,1989,2,10,India,,sringagar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198902100008,1989,2,10,India,,Dhaligaon,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198902130008,1989,2,13,India,,Imphal,Armed Assault,Police,People's Liberation Army (India),Firearms
198902140001,1989,2,14,India,,Seapani,Assassination,Transportation,Bodo Militants,Firearms
198902140010,1989,2,14,India,,Seapani,Hostage Taking (Kidnapping),Transportation,Bodo Militants,Firearms
198902150001,1989,2,15,India,,Salakati,Assassination,Government (General),Bodo Militants,Firearms
198902150002,1989,2,15,India,,Ahmadgarh,Assassination,Police,Unknown,Firearms
198902150021,1989,2,15,India,,Loria Para,Armed Assault,Police,Bodo Militants,Firearms
198902150022,1989,2,15,India,,Runikheta,Armed Assault,Government (General),Bodo Militants,Firearms
198902160001,1989,2,16,India,,Ludhiana,Assassination,Business,Sikh Extremists,Firearms
198902160006,1989,2,16,India,,Kala Afghana,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198902170003,1989,2,17,India,,Assam State,Bombing/Explosion,Transportation,Bodo Militants,Explosives/Bombs/Dynamite
198902170004,1989,2,17,India,,Assam State,Bombing/Explosion,Transportation,Bodo Militants,Explosives/Bombs/Dynamite
198902180001,1989,2,18,India,,Udalgiri,Assassination,Government (General),Bodo Militants,Unknown
198902180002,1989,2,18,India,,Fakirgram,Unarmed Assault,Government (General),Bodo Militants,Other
198902180004,1989,2,18,India,,Danktal,Bombing/Explosion,Transportation,Bodo Militants,Explosives/Bombs/Dynamite
198902180005,1989,2,18,India,,Kokrajhar district,Assassination,Government (General),Bodo Militants,Explosives/Bombs/Dynamite
198902180012,1989,2,18,India,,Bengtol,Unknown,Police,Bodo Militants,Unknown
198902180013,1989,2,18,India,,Sidli,Unknown,Police,Bodo Militants,Unknown
198902180014,1989,2,18,India,,Panbari,Unknown,Police,Bodo Militants,Unknown
198902190001,1989,2,19,India,,Khera,Assassination,Private Citizens & Property,Khalistan Commando Force,Firearms
198902190002,1989,2,19,India,,Talwandi Rai Dadoo,Assassination,Private Citizens & Property,Khalistan Commando Force,Firearms
198902190007,1989,2,19,India,,Gossaigoan,Bombing/Explosion,Police,Bodo Militants,Explosives/Bombs/Dynamite
198903040003,1989,3,4,India,,Amritstar district,Assassination,Police,Sikh Extremists,Firearms
198903040004,1989,3,4,India,,Ludhiana District,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198903040015,1989,3,4,India,,Sonada,Armed Assault,Police,Gurkha National Liberation Front (GNLF),Firearms
198903040016,1989,3,4,India,,Faridkot District,Armed Assault,Police,Sikh Extremists,Firearms
198903040017,1989,3,4,India,,Jalandhar District,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198903050001,1989,3,5,India,,Jhabal,Assassination,Educational Institution,Sikh Extremists,Firearms
198903050003,1989,3,5,India,,Assam state,Bombing/Explosion,Transportation,Bodo Militants,Explosives/Bombs/Dynamite
198903050004,1989,3,5,India,,Udalgiri area,Bombing/Explosion,Transportation,Bodo Militants,Explosives/Bombs/Dynamite
198903050007,1989,3,5,India,,Gugapir,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198903080001,1989,3,8,India,,Phagwara,Assassination,Government (General),Sikh Extremists,Firearms
198903140002,1989,3,14,India,,Bongaigaon,Bombing/Explosion,Private Citizens & Property,Bodo Militants,Explosives/Bombs/Dynamite
198903140003,1989,3,14,India,,Bongaigaon,Bombing/Explosion,Business,Bodo Militants,Explosives/Bombs/Dynamite
198903140026,1989,3,14,India,,Kokrajhar,Armed Assault,Transportation,Bodo Militants,Firearms
198903160003,1989,3,16,India,,Esuwagaon,Bombing/Explosion,Police,Bodo Militants,Explosives/Bombs/Dynamite
198903160006,1989,3,16,India,,Kokrajhar District,Armed Assault,Police,Bodo Militants,Firearms
198903170002,1989,3,17,India,,Srinagar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198903170003,1989,3,17,India,,Tinsukia,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198903180001,1989,3,18,India,,Lakhne,Assassination,Private Citizens & Property,Unknown,Firearms
198903180002,1989,3,18,India,,Gurdapur district,Assassination,Business,Unknown,Firearms
198903190001,1989,3,19,India,,Sangrur District,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198903190002,1989,3,19,India,,Lakhana Village,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198903190006,1989,3,19,India,,Dhilwan Village,Assassination,Government (General),Khalistan Commando Force,Incendiary
198903190007,1989,3,19,India,,udalgiri,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198903190013,1989,3,19,India,,Amritsar,Bombing/Explosion,Educational Institution,Khalistan Commando Force,Explosives/Bombs/Dynamite
198903190014,1989,3,19,India,,Amritsar,Armed Assault,Police,Sikh Extremists,Firearms
198903190015,1989,3,19,India,,Madhoke Village,Armed Assault,Police,Sikh Extremists,Firearms
198903190016,1989,3,19,India,,Punjab State,Armed Assault,Police,Sikh Extremists,Firearms
198903210015,1989,3,21,India,,Srinagar,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
198903210016,1989,3,21,India,,Amritsar,Armed Assault,Police,Sikh Extremists,Firearms
198903230001,1989,3,23,India,,Dhariwal Kalan,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198903250001,1989,3,25,India,,amritsar,Bombing/Explosion,Private Citizens & Property,Babbar Khalsa International (BKI),Explosives/Bombs/Dynamite
198903250007,1989,3,25,India,,Hoshiapur District,Armed Assault,Police,Sikh Extremists,Firearms
198903300001,1989,3,30,India,,Brahma Attari,Assassination,Private Citizens & Property,Unknown,Firearms
198903300002,1989,3,30,India,,Ludhiana District,Assassination,Private Citizens & Property,Unknown,Firearms
198903300006,1989,3,30,India,,Haryana,Armed Assault,Police,Unknown,Firearms
198904030001,1989,4,3,India,,Jullundur District,Assassination,Private Citizens & Property,Unknown,Unknown
198904030002,1989,4,3,India,,Ludhiansa,Assassination,Business,Unknown,Firearms
198904070006,1989,4,7,India,,Jamphal,Armed Assault,Police,Unknown,Firearms
198904070007,1989,4,7,India,,Srinagar,Armed Assault,Police,Unknown,Firearms
198904070008,1989,4,7,India,,Srinagar,Armed Assault,Police,Unknown,Firearms
198904140004,1989,4,14,India,,Srinagar,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
198904140005,1989,4,14,India,,srinagar,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
198904160003,1989,4,16,India,,bihar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198904160004,1989,4,16,India,,uri,Bombing/Explosion,Military,Muslim Militants,Explosives/Bombs/Dynamite
198904190001,1989,4,19,India,,Tarntaran,Assassination,Private Citizens & Property,Bhinderanwale Tiger Force of Khalistan (BTHK),Firearms
198904190002,1989,4,19,India,,Kulian,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198904200014,1989,4,20,India,,Amritsar District,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198904200015,1989,4,20,India,,Guardaspur Dist,Hostage Taking (Kidnapping),Private Citizens & Property,Sikh Extremists,Firearms
198904210007,1989,4,21,India,,Kokrajhar,Armed Assault,Police,Bodo Militants,Firearms
198904220007,1989,4,22,India,,Kokrajhar,Bombing/Explosion,Police,Bodo Militants,Explosives/Bombs/Dynamite
198904250001,1989,4,25,India,,Amritsar,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198904260007,1989,4,26,India,,Jammu,Armed Assault,Educational Institution,Sikh Extremists,Firearms
198905010002,1989,5,1,India,,Dharamgarh,Assassination,Private Citizens & Property,Unknown,Firearms
198905010009,1989,5,1,India,,assam state,Bombing/Explosion,Transportation,Bodo Militants,Explosives/Bombs/Dynamite
198905050001,1989,5,5,India,,Ludhiana City,Assassination,Government (General),Unknown,Unknown
198905060001,1989,5,6,India,,Ferozepore,Assassination,Government (General),Unknown,Firearms
198905060002,1989,5,6,India,,Chitta Village,Assassination,Private Citizens & Property,Unknown,Firearms
198905060011,1989,5,6,India,,Sohal,Armed Assault,Police,Khalistan Commando Force,Firearms
198905060012,1989,5,6,India,,Bushertala,Armed Assault,Police,Khalistan Commando Force,Firearms
198905090002,1989,5,9,India,,srinigar,Bombing/Explosion,Transportation,Muslim Militants,Explosives/Bombs/Dynamite
198905090011,1989,5,9,India,,Gangarampur,Armed Assault,Transportation,Unknown,Firearms
198905100001,1989,5,10,India,,Pulagahawella,Assassination,Educational Institution,Unknown,Firearms
198905100002,1989,5,10,India,,Pulagahawella,Assassination,Educational Institution,Unknown,Firearms
198905120007,1989,5,12,India,,Srinagar,Armed Assault,Tourists,Unknown,Firearms
198905130002,1989,5,13,India,,Gothrai,Assassination,Business,Unknown,Firearms
198905130003,1989,5,13,India,,Balarkalan,Assassination,Religious Figures/Institutions,Unknown,Firearms
198905140001,1989,5,14,India,,Bahirkhedi,Assassination,Violent Political Party,Unknown,Firearms
198905180006,1989,5,18,India,,Nakodar,Armed Assault,Police,Unknown,Firearms
198905180007,1989,5,18,India,,Amritsar District,Armed Assault,Police,Unknown,Firearms
198905190001,1989,5,19,India,,Kedymandi,Armed Assault,Private Citizens & Property,Unknown,Firearms
198905190002,1989,5,19,India,,Patiala,Assassination,Educational Institution,Unknown,Unknown
198905200005,1989,5,20,India,,Chakania,Armed Assault,Violent Political Party,Unknown,Firearms
198905230002,1989,5,23,India,,Masapur,Assassination,Unknown,Unknown,Firearms
198905230003,1989,5,23,India,,Cheherta,Assassination,Unknown,Unknown,Firearms
198905230004,1989,5,23,India,,Amritsar,Assassination,Business,Unknown,Firearms
198905230009,1989,5,23,India,,Bachalor,Armed Assault,Police,Unknown,Firearms
198905230010,1989,5,23,India,,Mehanwana,Armed Assault,Police,Unknown,Firearms
198905300001,1989,5,30,India,,Kler Village,Assassination,Private Citizens & Property,Khalistan Commando Force,Firearms
198905300002,1989,5,30,India,,Amritsar City,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198905300017,1989,5,30,India,,Amritsar District,Armed Assault,Police,Sikh Extremists,Firearms
198905300018,1989,5,30,India,,Kaler,Armed Assault,Private Citizens & Property,Unknown,Firearms
198906010001,1989,6,1,India,,Amritsar,Assassination,Business,Sikh Extremists,Firearms
198906010002,1989,6,1,India,,Mohali,Assassination,Journalists & Media,Sikh Extremists,Firearms
198906040009,1989,6,4,India,,Samrawan,Armed Assault,Police,Unknown,Firearms
198906060004,1989,6,6,India,,Punjab State,Armed Assault,Transportation,Unknown,Firearms
198906060005,1989,6,6,India,,Punjab State,Hijacking,Transportation,Unknown,Firearms
198906100001,1989,6,10,India,,Sudhpora,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
198906120001,1989,6,12,India,,New Delhi,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198906170003,1989,6,17,India,,Ludhiana,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
198906170004,1989,6,17,India,,Ludhiana,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198906170005,1989,6,17,India,,Amritsar District,Armed Assault,Police,Sikh Extremists,Firearms
198906200004,1989,6,20,India,,Assam State,Bombing/Explosion,Transportation,Bodo Militants,Explosives/Bombs/Dynamite
198906210001,1989,6,21,India,,Punjab State,Assassination,Military,Sikh Extremists,Firearms
198906210002,1989,6,21,India,,Amritsar Area,Assassination,Business,Sikh Extremists,Firearms
198906210003,1989,6,21,India,,Amritsar Area,Assassination,Religious Figures/Institutions,Sikh Extremists,Firearms
198906210008,1989,6,21,India,,Mirakut,Armed Assault,Police,Sikh Extremists,Firearms
198906250009,1989,6,25,India,,Moga,Armed Assault,Government (General),Khalistan Commando Force,Firearms
198906260003,1989,6,26,India,,bardeta,Bombing/Explosion,Transportation,Bodo Militants,Explosives/Bombs/Dynamite
198906270001,1989,6,27,India,,Chun,Assassination,Business,Unknown,Firearms
198906270003,1989,6,27,India,,runikhata,Bombing/Explosion,Police,Bodo Militants,Explosives/Bombs/Dynamite
198906280002,1989,6,28,India,,Ludhiana,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198906280003,1989,6,28,India,,Ludhiana,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198906280010,1989,6,28,India,,Kabipur,Armed Assault,Police,Unknown,Firearms
198906290001,1989,6,29,India,,Raipur Rian,Assassination,Private Citizens & Property,Unknown,Firearms
198906290006,1989,6,29,India,,gosaigon subdivision,Bombing/Explosion,Private Citizens & Property,Bodo Militants,Explosives/Bombs/Dynamite
198906290013,1989,6,29,India,,Amritsar District,Hijacking,Transportation,Unknown,Firearms
198907070014,1989,7,7,India,,Near Amritsar,Armed Assault,Police,Sikh Extremists,Firearms
198907090001,1989,7,9,India,,Jullundur,Assassination,Private Citizens & Property,Unknown,Firearms
198907090003,1989,7,9,India,,Punjab State,Armed Assault,Police,Unknown,Firearms
198907090004,1989,7,9,India,,Guragaon,Armed Assault,Police,Sikh Extremists,Firearms
198907110002,1989,7,11,India,,kokrajhar district,Bombing/Explosion,Police,Bodo Militants,Explosives/Bombs/Dynamite
198907120006,1989,7,12,India,,srinagar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198907130009,1989,7,13,India,,Srinagar,Armed Assault,Private Citizens & Property,Muslim Separatists,Firearms
198907170003,1989,7,17,India,,Ludhiana,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
198907170004,1989,7,17,India,,sinagar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198907210001,1989,7,21,India,,Lokka,Assassination,Private Citizens & Property,Unknown,Firearms
198907210002,1989,7,21,India,,Pahki,Assassination,Private Citizens & Property,Unknown,Firearms
198907210004,1989,7,21,India,,srinagar,Bombing/Explosion,Tourists,Unknown,Explosives/Bombs/Dynamite
198907210008,1989,7,21,India,,Kangraiyan,Armed Assault,Private Citizens & Property,Unknown,Firearms
198907300012,1989,7,30,India,,Bartam,Armed Assault,Police,Bodo Militants,Firearms
198907300013,1989,7,30,India,,Dakshin Kanengdesha,Armed Assault,Police,Bodo Militants,Firearms
198908080001,1989,8,8,India,,Amritsar,Assassination,Violent Political Party,Sikh Extremists,Firearms
198908080002,1989,8,8,India,,Hargobindpur,Assassination,Police,Sikh Extremists,Firearms
198908080008,1989,8,8,India,,Jandiala County,Armed Assault,Police,Sikh Extremists,Firearms
198908080009,1989,8,8,India,,Hargobindpur,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198908080010,1989,8,8,India,,Jammu,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms
198908090001,1989,8,9,India,,Yamunanagar,Assassination,Private Citizens & Property,Sikh Extremists,Unknown
198908090002,1989,8,9,India,,Singhbitia,Assassination,Government (General),Bodo Militants,Firearms
198908090005,1989,8,9,India,,karnal,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198908090009,1989,8,9,India,,Gujarpur,Unknown,Police,Sikh Extremists,Unknown
198908110001,1989,8,11,India,,Patiali,Assassination,Government (General),Sikh Extremists,Firearms
198908110002,1989,8,11,India,,Amritsar,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198908110008,1989,8,11,India,,udalgiri,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
198908120001,1989,8,12,India,,Ferozepore District,Assassination,Violent Political Party,Unknown,Firearms
198908120009,1989,8,12,India,,Vijaypura,Unknown,Police,Sikh Extremists,Unknown
198908120010,1989,8,12,India,,Assam State,Bombing/Explosion,Police,Bodo Militants,Explosives/Bombs/Dynamite
198908120011,1989,8,12,India,,Amritsar,Armed Assault,Military,Unknown,Firearms
198908140008,1989,8,14,India,,Obuke,Armed Assault,Police,Unknown,Firearms
198908140009,1989,8,14,India,,Kohali,Armed Assault,Police,Unknown,Firearms
198908150002,1989,8,15,India,,srinigar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198908150003,1989,8,15,India,,srinigar,Assassination,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198908150004,1989,8,15,India,,srinigar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198908160004,1989,8,16,India,,srinigar,Facility/Infrastructure Attack,Business,Unknown,Incendiary
198908160016,1989,8,16,India,,Anantnag Town,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
198908160019,1989,8,16,India,,Mahmoobnagar Dist.,Hostage Taking (Kidnapping),Government (General),People's War Group (PWG),Firearms
198908170001,1989,8,17,India,,Kuiripetha,Assassination,Government (General),Bodo Militants,Firearms
198908170002,1989,8,17,India,,Patilia,Assassination,Police,Unknown,Firearms
198908170006,1989,8,17,India,,kangan,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198908170007,1989,8,17,India,,srinigar,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
198908170008,1989,8,17,India,,srinigar,Bombing/Explosion,Transportation,Muslim Militants,Explosives/Bombs/Dynamite
198908170009,1989,8,17,India,,guwahati,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
198908170022,1989,8,17,India,,Srinigar,Armed Assault,Police,Muslim Militants,Firearms
198908170024,1989,8,17,India,,Srinigar,Hijacking,Transportation,Muslim Militants,Explosives/Bombs/Dynamite
198908180004,1989,8,18,India,,chintpurani,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198908180007,1989,8,18,India,,Amritsar District,Armed Assault,Police,Unknown,Firearms
198908190003,1989,8,19,India,,Dusibandh,Armed Assault,Police,Unknown,Firearms
198908200001,1989,8,20,India,,Badri Kalan,Assassination,Private Citizens & Property,Unknown,Firearms
198908210001,1989,8,21,India,,Srinigar,Assassination,Government (General),Unknown,Firearms
198908280010,1989,8,28,India,,Punjab State,Armed Assault,Transportation,Khalistan Commando Force,Firearms
198908280014,1989,8,28,India,,Amritsar,Bombing/Explosion,Transportation,Sikh Extremists,Explosives/Bombs/Dynamite
198908290002,1989,8,29,India,,sundaridia,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
198908290012,1989,8,29,India,,Kabarwala,Armed Assault,Transportation,Sikh Extremists,Firearms
198908290015,1989,8,29,India,,bairabil,Bombing/Explosion,Transportation,Bodo Militants,Explosives/Bombs/Dynamite
198909010016,1989,9,1,India,,Jagtial,Bombing/Explosion,Private Citizens & Property,Naxalites,Explosives/Bombs/Dynamite
198909080003,1989,9,8,India,,Jamuguri,Bombing/Explosion,Police,Bodo Militants,Explosives/Bombs/Dynamite
198909080023,1989,9,8,India,,Sharinwala,Armed Assault,Police,Sikh Extremists,Firearms
198909090024,1989,9,9,India,,Bokhajhuli,Armed Assault,Private Citizens & Property,Bodo Militants,Firearms
198909100009,1989,9,10,India,,Gorkajuli,Armed Assault,Private Citizens & Property,Bodo Militants,Melee
198909110001,1989,9,11,India,,Nabuke,Assassination,Private Citizens & Property,Unknown,Firearms
198909110025,1989,9,11,India,,Golgoddam Village,Armed Assault,Police,People's War Group (PWG),Firearms
198909110026,1989,9,11,India,,Jhuliwala,Armed Assault,Military,Unknown,Firearms
198909120010,1989,9,12,India,,Dhreli,Armed Assault,Police,Unknown,Firearms
198909140002,1989,9,14,India,,Srinigar,Assassination,Violent Political Party,Unknown,Firearms
198909150001,1989,9,15,India,,Burala,Assassination,Private Citizens & Property,Unknown,Firearms
198909150002,1989,9,15,India,,Mahmudpur,Assassination,Private Citizens & Property,Unknown,Firearms
198909150003,1989,9,15,India,,Rasoolpur,Assassination,Private Citizens & Property,Sikh Extremists,Firearms
198909150021,1989,9,15,India,,Jullundur,Armed Assault,Police,Sikh Extremists,Firearms
198909150022,1989,9,15,India,,Makhu,Armed Assault,Police,Unknown,Firearms
198909160001,1989,9,16,India,,Chang Village,Assassination,Police,Unknown,Firearms
198909160012,1989,9,16,India,,Tarn Taran,Hostage Taking (Kidnapping),Police,Unknown,Firearms
198909180002,1989,9,18,India,,Khangnadesian,Assassination,Violent Political Party,Unknown,Firearms
198909180019,1989,9,18,India,,Srinigar,Bombing/Explosion,Police,Jammu and Kashmir Liberation Front,Explosives/Bombs/Dynamite
198909230018,1989,9,23,India,,Sarzulgarh,Armed Assault,Police,Unknown,Firearms
198909240005,1989,9,24,India,,ujani dam,Bombing/Explosion,Airports & Aircraft,Unknown,Explosives/Bombs/Dynamite
198909290014,1989,9,29,India,,Jullandur District,Armed Assault,Police,Unknown,Firearms
198909300003,1989,9,30,India,,khargone,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198909300004,1989,9,30,India,,Khargone,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198910020012,1989,10,2,India,,Kotta Gol Shah,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
198910040001,1989,10,4,India,,Amritsan District,Assassination,Private Citizens & Property,Unknown,Firearms
198910040007,1989,10,4,India,,Delhi,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198910040011,1989,10,4,India,,Ferozepore District,Armed Assault,Police,Unknown,Firearms
198910040012,1989,10,4,India,,Amritsar District,Armed Assault,Police,Unknown,Firearms
198910050001,1989,10,5,India,,Khandwala,Assassination,Private Citizens & Property,Unknown,Firearms
198910050022,1989,10,5,India,,Rasulpar,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
198910070010,1989,10,7,India,,Nalbari District,Armed Assault,Private Citizens & Property,Bodo Militants,Firearms
198910080006,1989,10,8,India,,Nalbari,Armed Assault,Private Citizens & Property,Bodo Militants,Firearms
198910080007,1989,10,8,India,,Mahisabari,Armed Assault,Government (General),Bodo Militants,Firearms
198910080008,1989,10,8,India,,Bhoragaon,Armed Assault,Private Citizens & Property,Bodo Militants,Firearms
198910100010,1989,10,10,India,,nalbari district,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
198910100027,1989,10,10,India,,Gauhati,Bombing/Explosion,Police,Bodo Militants,Explosives/Bombs/Dynamite
198910160001,1989,10,16,India,,Tarn Taran,Assassination,Business,Unknown,Firearms
198910160002,1989,10,16,India,,Tarn Taran,Assassination,Police,Unknown,Firearms
198910160006,1989,10,16,India,,srinigar,Bombing/Explosion,Private Citizens & Property,Kashmiri Militants,Explosives/Bombs/Dynamite
198910160010,1989,10,16,India,,Amritsar,Armed Assault,Police,Unknown,Firearms
198910200001,1989,10,20,India,,Calcutta,Assassination,Violent Political Party,Unknown,Firearms
198910280020,1989,10,28,India,,Ratanhira,Armed Assault,Police,Unknown,Firearms
198910290001,1989,10,29,India,,Chola,Assassination,Private Citizens & Property,Unknown,Firearms
198911020009,1989,11,2,India,,new delhi,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Explosives/Bombs/Dynamite
198911040001,1989,11,4,India,,Srinigar,Assassination,Government (General),Jammu and Kashmir Liberation Front,Firearms
198911100005,1989,11,10,India,,srinigar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198911100012,1989,11,10,India,,Patiala,Armed Assault,Educational Institution,Sikh Extremists,Firearms
198911120001,1989,11,12,India,,Khasawal,Assassination,Business,Unknown,Firearms
198911120011,1989,11,12,India,,Kohali,Armed Assault,Police,Unknown,Firearms
198911120012,1989,11,12,India,,Ferozepur District,Armed Assault,Police,Unknown,Firearms
198911180001,1989,11,18,India,,Punjab State,Assassination,Educational Institution,Sikh Extremists,Firearms
198911180005,1989,11,18,India,,srinagar,Bombing/Explosion,Business,pro-pakistani militants,Explosives/Bombs/Dynamite
198911180006,1989,11,18,India,,amritsar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198911180007,1989,11,18,India,,anantnag,Bombing/Explosion,Government (General),pro-pakistani militants,Explosives/Bombs/Dynamite
198911180008,1989,11,18,India,,amritsar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198911180009,1989,11,18,India,,amritsar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
198911190001,1989,11,19,India,,Bihar State,Assassination,Violent Political Party,Unknown,Firearms
198911190002,1989,11,19,India,,andhra pradesh state,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
198911210001,1989,11,21,India,,Srinigar,Assassination,Business,Unknown,Firearms
198911210002,1989,11,21,India,,Bangalore City,Assassination,Government (General),Unknown,Firearms
198911210003,1989,11,21,India,,New Dheli,Assassination,Government (General),Sikh Extremists,Melee
198911210004,1989,11,21,India,,Tripura State,Assassination,Government (General),Sikh Extremists,Explosives/Bombs/Dynamite
198911210005,1989,11,21,India,,Jullunder,Assassination,Violent Political Party,Sikh Extremists,Firearms
198911210009,1989,11,21,India,,tripura state,Bombing/Explosion,Government (General),Communist Party of India,Explosives/Bombs/Dynamite
198911210010,1989,11,21,India,,kashmir state,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
198911210011,1989,11,21,India,,kashmir state,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
198911210012,1989,11,21,India,,kashmir state,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
198911210013,1989,11,21,India,,kashmir state,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
198911210014,1989,11,21,India,,kashmir state,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
