eventid,iyear,imonth,iday,country_txt,city,attacktype1_txt,targtype1_txt,weaptype1_txt
199001010001,1990,1,1,India,Srinigar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199001010002,1990,1,1,India,Safakadal,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199001010003,1990,1,1,India,Batamalu,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199001030001,1990,1,3,India,Palampur Village,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199001050002,1990,1,5,India,Makhu,Armed Assault,Private Citizens & Property,Firearms
199001050005,1990,1,5,India,Bade village,Assassination,Private Citizens & Property,Firearms
199001050006,1990,1,5,India,Batala Police District,Assassination,Private Citizens & Property,Firearms
199001060001,1990,1,6,India,Nahajia,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199001060002,1990,1,6,India,Sopor,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199001070001,1990,1,7,India,New Delhi,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199001070002,1990,1,7,India,Baramula town,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199001080001,1990,1,8,India,Batamalu,Facility/Infrastructure Attack,Educational Institution,Incendiary
199001080002,1990,1,8,India,Jammu,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199001080003,1990,1,8,India,Anantnag,Facility/Infrastructure Attack,Government (General),Incendiary
199001080004,1990,1,8,India,Sopor,Facility/Infrastructure Attack,Business,Incendiary
199001080005,1990,1,8,India,Anantnag,Armed Assault,Police,Firearms
199001080011,1990,1,8,India,Bhuduwalla,Assassination,Police,Firearms
199001080012,1990,1,8,India,Bhunduwalla,Assassination,Police,Unknown
199001080013,1990,1,8,India,Srinigar,Assassination,Police,Firearms
199001090002,1990,1,9,India,Srinigar,Facility/Infrastructure Attack,Business,Incendiary
199001090003,1990,1,9,India,Srinigar,Facility/Infrastructure Attack,Government (General),Incendiary
199001090004,1990,1,9,India,Srinigar,Facility/Infrastructure Attack,Educational Institution,Incendiary
199001090008,1990,1,9,India,Bherwar,Assassination,Government (General),Firearms
199001100003,1990,1,10,India,Srinigar,Armed Assault,Police,Firearms
199001100009,1990,1,10,India,Jullundur,Assassination,Police,Explosives/Bombs/Dynamite
199001150006,1990,1,15,India,Srinigar,Assassination,Police,Firearms
199001160014,1990,1,16,India,Srinigar,Assassination,Police,Melee
199001190002,1990,1,19,India,Bawianwali Balaggan,Armed Assault,Private Citizens & Property,Firearms
199001200001,1990,1,20,India,Srinigar,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199001240005,1990,1,24,India,Amritsar,Assassination,Violent Political Party,Firearms
199001250009,1990,1,25,India,Srinigar,Armed Assault,Military,Firearms
199001300005,1990,1,30,India,Andhra Pradesh State,Hostage Taking (Kidnapping),Government (General),Unknown
199002010001,1990,2,1,India,Srinigar,Armed Assault,Business,Firearms
199002040001,1990,2,4,India,Sopore,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199002040002,1990,2,4,India,Sopore,Bombing/Explosion,Educational Institution,Explosives/Bombs/Dynamite
199002040003,1990,2,4,India,Amritsar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199002040004,1990,2,4,India,Amritsar,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199002040011,1990,2,4,India,Amritsar,Armed Assault,Transportation,Firearms
199002060001,1990,2,6,India,Haldwani Town,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199002070001,1990,2,7,India,Srinigar,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199002100001,1990,2,10,India,Srinigar,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199002100002,1990,2,10,India,Srinigar,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199002100003,1990,2,10,India,Srinigar,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199002100004,1990,2,10,India,Srinigar,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199002100005,1990,2,10,India,Srinigar,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199002100006,1990,2,10,India,Srinigar,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199002100007,1990,2,10,India,Srinigar,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199002100008,1990,2,10,India,Srinigar,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199002100009,1990,2,10,India,Srinigar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199002110001,1990,2,11,India,Kilor,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199002110004,1990,2,11,India,Wahabpura,Hostage Taking (Kidnapping),Police,Firearms
199002120008,1990,2,12,India,Srinigar,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199002120009,1990,2,12,India,Batala,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199002120012,1990,2,12,India,Amritsar District,Assassination,Private Citizens & Property,Firearms
199002120013,1990,2,12,India,Srinigar,Assassination,Police,Firearms
199002120014,1990,2,12,India,Srinigar,Assassination,Police,Firearms
199002120015,1990,2,12,India,Srinigar,Assassination,Police,Firearms
199002120016,1990,2,12,India,Srinigar,Assassination,Police,Firearms
199002120017,1990,2,12,India,Srinigar,Assassination,Government (General),Firearms
199002130001,1990,2,13,India,Todarmal,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199002130002,1990,2,13,India,Khair,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199002130005,1990,2,13,India,Karmuwal,Assassination,Private Citizens & Property,Firearms
199002130006,1990,2,13,India,Badgam District,Assassination,Private Citizens & Property,Melee
199002130007,1990,2,13,India,Srinigar,Assassination,Journalists & Media,Firearms
199002150013,1990,2,15,India,Srinigar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199002170003,1990,2,17,India,Srinigar,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199002180006,1990,2,18,India,Srinigar,Assassination,Police,Firearms
199002190004,1990,2,19,India,Nagaland State,Assassination,Government (General),Firearms
199002220001,1990,2,22,India,Srinigar,Bombing/Explosion,Tourists,Explosives/Bombs/Dynamite
199002220002,1990,2,22,India,Srinigar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199002220003,1990,2,22,India,Srinigar,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199002260002,1990,2,26,India,Not Stated,Hostage Taking (Kidnapping),Government (General),Firearms
199002270012,1990,2,27,India,Srinigar,Assassination,Telecommunication,Firearms
199002280004,1990,2,28,India,Gujarat,Hostage Taking (Kidnapping),Government (General),Firearms
199002280009,1990,2,28,India,Gujarat,Assassination,Government (General),Firearms
199003010001,1990,3,1,India,Meerut,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199003010005,1990,3,1,India,Srinigar,Assassination,Government (General),Firearms
199003050002,1990,3,5,India,Srinigar,Armed Assault,Police,Firearms
199003070001,1990,3,7,India,Abohar,Bombing/Explosion,Utilities,Explosives/Bombs/Dynamite
199003070003,1990,3,7,India,Abohar,Bombing/Explosion,Private Citizens & Property,Firearms
199003070008,1990,3,7,India,Srinigar,Assassination,Private Citizens & Property,Firearms
199003080007,1990,3,8,India,Tarn Taran,Armed Assault,Transportation,Firearms
199003080008,1990,3,8,India,Rajoke,Armed Assault,Private Citizens & Property,Firearms
199003110002,1990,3,11,India,Srinigar,Armed Assault,Police,Firearms
199003110005,1990,3,11,India,Srinigar,Assassination,Police,Firearms
199003120004,1990,3,12,India,Srinigar,Assassination,Business,Firearms
199003130004,1990,3,13,India,Gonpur,Assassination,Government (General),Firearms
199003130005,1990,3,13,India,Srinigar,Assassination,Police,Firearms
199003130006,1990,3,13,India,Gauhati,Assassination,Business,Firearms
199003170003,1990,3,17,India,Anantnag,Hostage Taking (Kidnapping),Police,Firearms
199003180001,1990,3,18,India,Srinigar,Armed Assault,Police,Firearms
199003180002,1990,3,18,India,Srinigar,Armed Assault,Police,Firearms
199003180003,1990,3,18,India,Amritsar,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms
199003180006,1990,3,18,India,Dalwani Bhai,Assassination,Religious Figures/Institutions,Firearms
199003180007,1990,3,18,India,Harsha Shinna,Assassination,Government (General),Firearms
199003180008,1990,3,18,India,Amritsar,Assassination,Private Citizens & Property,Firearms
199003180009,1990,3,18,India,Anantnag,Assassination,Police,Firearms
199003190003,1990,3,19,India,New Delhi,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199003190008,1990,3,19,India,Dalwandi Bhai,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms
199003190010,1990,3,19,India,Talwandibhai,Armed Assault,Private Citizens & Property,Firearms
199003190011,1990,3,19,India,Srinigar,Assassination,Private Citizens & Property,Firearms
199003200001,1990,3,20,India,Srinigar,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199003200002,1990,3,20,India,Chandigarh,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199003200008,1990,3,20,India,Srinigar,Assassination,Government (General),Firearms
199003200009,1990,3,20,India,Qazigunj Township,Assassination,Private Citizens & Property,Firearms
199003230008,1990,3,23,India,Srinigar,Hostage Taking (Kidnapping),Government (General),Melee
199003230015,1990,3,23,India,Keygam,Assassination,Violent Political Party,Firearms
199003240010,1990,3,24,India,Srinigar,Assassination,Police,Firearms
199003250005,1990,3,25,India,Anantnag,Assassination,Government (General),Firearms
199003270012,1990,3,27,India,Srinigar,Assassination,Business,Firearms
199003270013,1990,3,27,India,Srinigar,Assassination,Private Citizens & Property,Firearms
199003270014,1990,3,27,India,Srinigar,Assassination,Private Citizens & Property,Firearms
199003290002,1990,3,29,India,Shahpur Jhajhan,Armed Assault,Police,Firearms
199004010001,1990,4,1,India,Warangal,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199004020001,1990,4,2,India,Tikana,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199004020006,1990,4,2,India,Targadh,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199004020012,1990,4,2,India,Manawala,Assassination,Transportation,Firearms
199004030001,1990,4,3,India,Batala,Bombing/Explosion,Religious Figures/Institutions,Explosives/Bombs/Dynamite
199004050001,1990,4,5,India,Panipat,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199004050003,1990,4,5,India,Srinigar,Armed Assault,Police,Firearms
199004050004,1990,4,5,India,Srinigar,Assassination,Business,Firearms
199004060006,1990,4,6,India,Srinigar,Hostage Taking (Kidnapping),Business,Firearms
199004060007,1990,4,6,India,Srinigar,Hostage Taking (Kidnapping),Educational Institution,Firearms
199004090005,1990,4,9,India,Assam State,Assassination,Business,Firearms
199004100002,1990,4,10,India,New Delhi,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199004100003,1990,4,10,India,New Delhi,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199004100004,1990,4,10,India,New Delhi,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199004110003,1990,4,11,India,Bombay,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199004120001,1990,4,12,India,Assam State,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199004130001,1990,4,13,India,New Delhi,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199004130002,1990,4,13,India,Sepapani Village,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199004130003,1990,4,13,India,Bijini,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199004130004,1990,4,13,India,Srinagar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199004130005,1990,4,13,India,Srinagar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199004130006,1990,4,13,India,Srinigar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199004140002,1990,4,14,India,Poona,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199004140003,1990,4,14,India,Poona,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199004140006,1990,4,14,India,Srinigar,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199004150001,1990,4,15,India,New Delhi,Facility/Infrastructure Attack,Police,Incendiary
199004160007,1990,4,16,India,Srinigar,Assassination,Police,Firearms
199004170001,1990,4,17,India,Mathura,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199004180002,1990,4,18,India,Anantnag,Armed Assault,Military,Firearms
199004180007,1990,4,18,India,Srinigar,Assassination,Private Citizens & Property,Firearms
199004180008,1990,4,18,India,Jammu Kashmir State,Assassination,Government (General),Unknown
199004190001,1990,4,19,India,Pathankot,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199004190002,1990,4,19,India,Damkala,Armed Assault,Police,Firearms
199004190005,1990,4,19,India,Sanga,Assassination,Private Citizens & Property,Firearms
199004190006,1990,4,19,India,Kansla,Assassination,Private Citizens & Property,Firearms
199004200001,1990,4,20,India,Calcutta,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199004200002,1990,4,20,India,Batala,Armed Assault,Other,Firearms
199004250028,1990,4,25,India,Raisinghnagar,Armed Assault,Military,Firearms
199004250033,1990,4,25,India,Kashmir State,Assassination,Private Citizens & Property,Firearms
199004250034,1990,4,25,India,Kashmir State,Assassination,Private Citizens & Property,Firearms
199004250035,1990,4,25,India,Kashmir State,Assassination,Private Citizens & Property,Firearms
199004250036,1990,4,25,India,Kashmir State,Assassination,Private Citizens & Property,Firearms
199004280001,1990,4,28,India,Amritsar,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199004280002,1990,4,28,India,New Delhi,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199004280004,1990,4,28,India,Batala,Armed Assault,Military,Firearms
199004280005,1990,4,28,India,Murki,Unknown,Military,Unknown
199004300002,1990,4,30,India,Amritsar,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199004300003,1990,4,30,India,Amritsar,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199004300004,1990,4,30,India,New Delhi,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199005000002,1990,5,0,India,Punjab State,Assassination,Violent Political Party,Firearms
199005020023,1990,5,2,India,Srinigar,Assassination,Government (General),Firearms
199005020024,1990,5,2,India,Anantnag,Assassination,Private Citizens & Property,Firearms
199005030005,1990,5,3,India,Gurdaspur,Assassination,Private Citizens & Property,Firearms
199005040003,1990,5,4,India,Srinigar,Armed Assault,Military,Firearms
199005040004,1990,5,4,India,Srinigar,Armed Assault,Military,Firearms
199005080012,1990,5,8,India,Jalandhar,Assassination,Private Citizens & Property,Firearms
199005080013,1990,5,8,India,Muktsar,Assassination,Private Citizens & Property,Firearms
199005080014,1990,5,8,India,Amritsar,Assassination,Police,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
199005080015,1990,5,8,India,Srinigar,Assassination,Private Citizens & Property,Firearms
199005080016,1990,5,8,India,Baramulla,Assassination,Private Citizens & Property,Firearms
199005090001,1990,5,9,India,New Delhi,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199005090002,1990,5,9,India,Amritsan,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199005100006,1990,5,10,India,Pulwama Town,Assassination,Educational Institution,Firearms
199005100007,1990,5,10,India,Srinigar,Assassination,Private Citizens & Property,Firearms
199005110005,1990,5,11,India,Kachduro,Assassination,Government (General),Firearms
199005120002,1990,5,12,India,Jaflan,Armed Assault,Private Citizens & Property,Firearms
199005140017,1990,5,14,India,Amritsar,Assassination,Government (General),Unknown
199005150003,1990,5,15,India,Anantnag,Bombing/Explosion,Police,Firearms
199005210009,1990,5,21,India,Srinigar,Assassination,Religious Figures/Institutions,Firearms
199005270007,1990,5,27,India,Maloke Village,Armed Assault,Private Citizens & Property,Firearms
199006040001,1990,6,4,India,Patiala,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199006040002,1990,6,4,India,Patiala,Bombing/Explosion,Religious Figures/Institutions,Explosives/Bombs/Dynamite
199006040010,1990,6,4,India,Chaheru,Armed Assault,Police,Firearms
199006040011,1990,6,4,India,Ferozepore Dist,Armed Assault,Military,Firearms
199006040016,1990,6,4,India,Bhatinda Dist.,Assassination,Police,Firearms
199006040017,1990,6,4,India,Amritsar Dist.,Assassination,Private Citizens & Property,Firearms
199006040018,1990,6,4,India,Brahmawal Tandi,Assassination,Private Citizens & Property,Firearms
199006040019,1990,6,4,India,Chandigarh,Assassination,Police,Firearms
199006050001,1990,6,5,India,Dispur,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199006050002,1990,6,5,India,Ramlal Village,Armed Assault,Police,Firearms
199006060001,1990,6,6,India,Batala City,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199006060005,1990,6,6,India,Srinigar,Bombing/Explosion,Military,Firearms
199006070001,1990,6,7,India,Amritsar,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199006070008,1990,6,7,India,Bijbehara,Assassination,Government (General),Firearms
199006080001,1990,6,8,India,Chandrapurna,Armed Assault,Private Citizens & Property,Firearms
199006080002,1990,6,8,India,Kalwamora,Armed Assault,Business,Firearms
199006090006,1990,6,9,India,Jhandoke,Armed Assault,Business,Firearms
199006090007,1990,6,9,India,Butta,Armed Assault,Police,Firearms
199006090008,1990,6,9,India,Fattawala,Armed Assault,Police,Firearms
199006090020,1990,6,9,India,Amritsar Dist.,Assassination,Police,Firearms
199006090021,1990,6,9,India,Amritsar District,Assassination,Police,Firearms
199006100001,1990,6,10,India,Barpeta,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199006100007,1990,6,10,India,Srinigar,Hostage Taking (Kidnapping),Police,Firearms
199006120001,1990,6,12,India,Shahbaajpur,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199006130001,1990,6,13,India,Panligam,Armed Assault,Police,Firearms
199006130002,1990,6,13,India,Srinigar,Armed Assault,Military,Firearms
199006180002,1990,6,18,India,Srinigar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199006180003,1990,6,18,India,Srinigar,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199006180004,1990,6,18,India,Srinigar,Armed Assault,Police,Firearms
199006190001,1990,6,19,India,Assam State,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199006190005,1990,6,19,India,Madras,Armed Assault,Violent Political Party,Firearms
199006190006,1990,6,19,India,Srinigar,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199006190011,1990,6,19,India,Srinigar,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199006230007,1990,6,23,India,Waripura,Assassination,Private Citizens & Property,Firearms
199006240007,1990,6,24,India,Dhadhoi,Armed Assault,Transportation,Firearms
199006250003,1990,6,25,India,Kupwara,Armed Assault,Military,Firearms
199006280002,1990,6,28,India,Goreshwar,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199006290004,1990,6,29,India,Acchabal,Armed Assault,Military,Firearms
199006290006,1990,6,29,India,Drusu,Assassination,Private Citizens & Property,Firearms
199006290007,1990,6,29,India,Srinigar,Assassination,Private Citizens & Property,Firearms
199006290008,1990,6,29,India,Srinigar,Assassination,Government (General),Firearms
199006290009,1990,6,29,India,Srinigar,Assassination,Government (General),Firearms
199007060007,1990,7,6,India,Srinigar,Hostage Taking (Kidnapping),Government (General),Firearms
199007070002,1990,7,7,India,Srinigar,Armed Assault,Police,Firearms
199007070011,1990,7,7,India,Ropar District,Assassination,Private Citizens & Property,Firearms
199007080001,1990,7,8,India,Fatehgarh Churian,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199007100005,1990,7,10,India,Chandigarh,Assassination,Government (General),Firearms
199007120007,1990,7,12,India,Ferozepore District,Assassination,Police,Firearms
199007130009,1990,7,13,India,Khajala,Armed Assault,Police,Firearms
199007140009,1990,7,14,India,Punjab State,Armed Assault,Police,Firearms
199007140010,1990,7,14,India,Patiala District,Armed Assault,Educational Institution,Firearms
199007140011,1990,7,14,India,Punjab State,Hostage Taking (Kidnapping),Police,Firearms
199007140014,1990,7,14,India,Punjab State,Assassination,Police,Firearms
199007160002,1990,7,16,India,Trunde,Armed Assault,Police,Firearms
199007160003,1990,7,16,India,Assam State,Hostage Taking (Kidnapping),Business,Firearms
199007170002,1990,7,17,India,Srinigar,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199007170003,1990,7,17,India,Srinigar,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199007170004,1990,7,17,India,Srinigar,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199007170005,1990,7,17,India,Srinigar,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199007170010,1990,7,17,India,Ruriwala,Armed Assault,Police,Firearms
199007190002,1990,7,19,India,Jammu,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199007200002,1990,7,20,India,Kathua District,Armed Assault,Police,Firearms
199007200003,1990,7,20,India,Dera Baba Nanek,Armed Assault,Military,Firearms
199007200006,1990,7,20,India,Sunan,Assassination,Business,Firearms
199007200007,1990,7,20,India,Sunan,Assassination,Business,Firearms
199007210001,1990,7,21,India,Bidar,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199007220008,1990,7,22,India,Karnataka State,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199007230005,1990,7,23,India,Tandra,Armed Assault,Police,Firearms
199007230006,1990,7,23,India,Kotlarai,Armed Assault,Police,Firearms
199007230008,1990,7,23,India,Jaintipura,Hostage Taking (Kidnapping),Military,Firearms
199007230012,1990,7,23,India,Chandigarh,Assassination,Government (General),Firearms
199007230013,1990,7,23,India,Srinigar,Assassination,Educational Institution,Firearms
199007230014,1990,7,23,India,Qazi Kund,Assassination,Private Citizens & Property,Firearms
199007230015,1990,7,23,India,Kupwara,Assassination,Private Citizens & Property,Firearms
199007230016,1990,7,23,India,Simaluguri,Assassination,Government (General),Firearms
199007230017,1990,7,23,India,Ferozepur District,Assassination,Private Citizens & Property,Firearms
199007240006,1990,7,24,India,Bhatinda,Armed Assault,Religious Figures/Institutions,Firearms
199007260006,1990,7,26,India,Sepore,Armed Assault,Police,Firearms
199007260007,1990,7,26,India,Narbal,Bombing/Explosion,Telecommunication,Explosives/Bombs/Dynamite
199007260009,1990,7,26,India,Anantnag,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms
199007260011,1990,7,26,India,Sumbal,Assassination,Private Citizens & Property,Firearms
199007260012,1990,7,26,India,Sopore,Assassination,Educational Institution,Firearms
199007270018,1990,7,27,India,Srinigar,Assassination,Private Citizens & Property,Explosives/Bombs/Dynamite
199007290007,1990,7,29,India,Lahowal,Assassination,Police,Firearms
199007300009,1990,7,30,India,Kupwara District,Armed Assault,Police,Firearms
199008010045,1990,8,1,India,Srinigar,Assassination,Business,Firearms
199008020003,1990,8,2,India,Buchwind Village,Armed Assault,Police,Firearms
199008020006,1990,8,2,India,Chabal Village,Assassination,Police,Firearms
199008050001,1990,8,5,India,Kurukshetra,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199008090002,1990,8,9,India,Srinigar,Hostage Taking (Kidnapping),Business,Firearms
199008090003,1990,8,9,India,Srinigar,Assassination,Private Citizens & Property,Firearms
199008090004,1990,8,9,India,Amritsar City,Assassination,Government (General),Firearms
199008140001,1990,8,14,India,Delhi,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199008150001,1990,8,15,India,Punjab State,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199008150002,1990,8,15,India,Delhi,Bombing/Explosion,Religious Figures/Institutions,Explosives/Bombs/Dynamite
199008180004,1990,8,18,India,Patti Town,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199008190009,1990,8,19,India,Amritsar,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown
199008300011,1990,8,30,India,Anantnag,Assassination,Police,Firearms
199009040001,1990,9,4,India,Rangiya,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199009100006,1990,9,10,India,Andhra Pradesh,Hostage Taking (Kidnapping),Government (General),Firearms
199009100007,1990,9,10,India,Andhra Pradesh,Hostage Taking (Kidnapping),Government (General),Firearms
199009100008,1990,9,10,India,Andhra Pradesh,Hostage Taking (Kidnapping),Government (General),Firearms
199009110002,1990,9,11,India,Jammu,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199009110006,1990,9,11,India,Kangan,Unknown,Police,Unknown
199009120002,1990,9,12,India,Valtoha,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199009120005,1990,9,12,India,Raiya,Armed Assault,Transportation,Firearms
199009120006,1990,9,12,India,Chehata,Unknown,Police,Unknown
199009120007,1990,9,12,India,Gurdaspur District,Assassination,Private Citizens & Property,Firearms
199009120008,1990,9,12,India,Mukhivand,Assassination,Private Citizens & Property,Firearms
199009160009,1990,9,16,India,Ludhiana,Armed Assault,Police,Firearms
199009190002,1990,9,19,India,Sapore,Armed Assault,Police,Firearms
199009200001,1990,9,20,India,Bombay,Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
199009250009,1990,9,25,India,Fatahpur,Assassination,Private Citizens & Property,Firearms
199009280001,1990,9,28,India,Jullundur,Bombing/Explosion,Police,Explosives/Bombs/Dynamite
199009280004,1990,9,28,India,Tarn Taran,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199010000001,1990,10,0,India,Bihar,Facility/Infrastructure Attack,Transportation,Incendiary
199010040001,1990,10,4,India,Majitua District,Armed Assault,Police,Firearms
199010060001,1990,10,6,India,Delhi,Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
199010100002,1990,10,10,India,Hyderabad,Armed Assault,Transportation,Incendiary
199010140001,1990,10,14,India,Srinigar,Facility/Infrastructure Attack,Educational Institution,Incendiary
199010140002,1990,10,14,India,Srinigar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199010140003,1990,10,14,India,Srinigar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199010140004,1990,10,14,India,Srinigar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199010140005,1990,10,14,India,Srinigar,Bombing/Explosion,Government (General),Explosives/Bombs/Dynamite
199010140008,1990,10,14,India,Srinigar,Assassination,Business,Firearms
199010140009,1990,10,14,India,Srinigar,Assassination,Private Citizens & Property,Firearms
199010140010,1990,10,14,India,Srinigar,Assassination,Private Citizens & Property,Firearms
199010160002,1990,10,16,India,Ferozepur,Bombing/Explosion,Military,Explosives/Bombs/Dynamite
199010190004,1990,10,19,India,Barsala town,Armed Assault,Business,Firearms
199010200003,1990,10,20,India,Hanjiwala Pattan,Armed Assault,Police,Firearms
199010210014,1990,10,21,India,Amritsar,Assassination,Private Citizens & Property,Firearms
199010250009,1990,10,25,India,Batala,Armed Assault,Military,Firearms
199010250010,1990,10,25,India,Chandigarh,Armed Assault,Private Citizens & Property,Firearms
199010250018,1990,10,25,India,Gurdaspur Dist.,Assassination,Private Citizens & Property,Firearms
199011020005,1990,11,2,India,Kuminkadi,Armed Assault,Military,Firearms
199011040001,1990,11,4,India,Pathankot,Bombing/Explosion,Business,Explosives/Bombs/Dynamite
199011040003,1990,11,4,India,Lohan Village,Armed Assault,Police,Firearms
199011040004,1990,11,4,India,Ahmadgarh,Armed Assault,Police,Firearms
199011040007,1990,11,4,India,Gurdaspur,Armed Assault,Private Citizens & Property,Firearms
199011070002,1990,11,7,India,Srinigar,Armed Assault,Military,Firearms
199011090003,1990,11,9,India,Amritsar,Hijacking,Transportation,Firearms
199011100004,1990,11,10,India,Calcutta,Hijacking,Airports & Aircraft,Firearms
