eventid,iyear,imonth,iday,provstate,city,attacktype1,attacktype1_txt,targtype1,targtype1_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,weaptype1,weaptype1_txt
2.00E+11,2000,12,22,National Capital Territory of Delhi (Union Territory),New Delhi,7,Facility/Infrastructure Attack,4,Military,Lashkar-e-Taiba (LeT),,,,,,5,Firearms
2.00E+11,2000,12,25,Jammu and Kashmir (State),Unknown,3,Bombing/Explosion,4,Military,Jamiat ul-Mujahedin (JuM),,Jaish-e-Mohammad (JeM),,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,1,3,West Bengal (State),Keshpur,2,Armed Assault,2,Government (General),Communist Party of India- Marxist,,,,,,5,Firearms
2.00E+11,2001,1,5,Jammu and Kashmir (State),Poonch,2,Armed Assault,4,Military,Hizbul Mujahideen (HM),,Lashkar-e-Taiba (LeT),,Harkatul Jihad-e-Islami,,5,Firearms
2.00E+11,2001,1,5,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,1,7,Tripura,Sindhukumar,6,Hostage Taking (Kidnapping),19,Transportation,National Liberation Front of Tripura (NLFT),,,,,,5,Firearms
2.00E+11,2001,1,7,Kashmir,Sopore,3,Bombing/Explosion,4,Military,Muslim Separatists,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,1,7,Tripura,Nalifapara,6,Hostage Taking (Kidnapping),1,Business,National Liberation Front of Tripura (NLFT),,,,,,5,Firearms
2.00E+11,2001,1,7,Assam,Diphu,2,Armed Assault,14,Private Citizens & Property,United People's Democratic Solidarity (UPDS),,,,,,5,Firearms
2.00E+11,2001,1,9,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,16,Telecommunication,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,1,9,Jammu and Kashmir (State),Srinagar,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2001,1,14,Jammu and Kashmir (State),Srinagar,1,Assassination,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,1,15,Bihar (State),Rosera,2,Armed Assault,22,Violent Political Party,Unknown,,,,,,5,Firearms
2.00E+11,2001,1,16,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,6,Airports & Aircraft,Lashkar-e-Taiba (LeT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,1,21,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,1,21,Jammu and Kashmir (State),Jammu,3,Bombing/Explosion,2,Government (General),Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,1,22,Assam,Bishnupur-Sankuchi village,2,Armed Assault,14,Private Citizens & Property,United Liberation Front of Assam (ULFA),,,,,,5,Firearms
2.00E+11,2001,1,24,Assam,Diphu,3,Bombing/Explosion,14,Private Citizens & Property,Militants,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,1,26,Uttaranchal (State),Rishikesh,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,2,3,Jammu and Kashmir,Srinagar,2,Armed Assault,14,Private Citizens & Property,Muslim Separatists,,,,,,5,Firearms
2.00E+11,2001,2,9,Jammu and Kashmir (State),Salohi,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,2,9,Jammu and Kashmir (State),Srinagar,2,Armed Assault,3,Police,Lashkar-e-Taiba (LeT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,2,10,Jammu and Kashmir,Anantnag,2,Armed Assault,2,Government (General),Militants,,,,,,5,Firearms
2.00E+11,2001,2,14,Jammu and Kashmir,Charar-i-Sharif,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,2,19,Jammu and Kashmir,Lalpora,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,2,20,Jammu and Kashmir,Sodal,2,Armed Assault,2,Government (General),Militants,,,,,,5,Firearms
2.00E+11,2001,2,20,Tripura,Agartala,1,Assassination,2,Government (General),Gunmen,,,,,,5,Firearms
2.00E+11,2001,2,22,Jammu and Kashmir,Tarzoo,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,2,23,Jammu and Kashmir,Kishtwar,2,Armed Assault,14,Private Citizens & Property,Militants,,,,,,5,Firearms
2.00E+11,2001,2,26,Kashmir,Latina,9,Unknown,2,Government (General),Militants,,,,,,13,Unknown
2.00E+11,2001,3,2,Jammu and Kashmir (State),Manjapu,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,3,3,South Tripura (District),Bampu,2,Armed Assault,4,Military,National Liberation Front of Tripura (NLFT),,,,,,5,Firearms
2.00E+11,2001,3,1,Jammu and Kashmir,Dangerpora,2,Armed Assault,2,Government (General),Militants,,,,,,5,Firearms
2.00E+11,2001,3,5,Jammu and Kashmir (State),Surankot,2,Armed Assault,4,Military,Unknown,,,,,,5,Firearms
2.00E+11,2001,3,6,Assam,Fukkumari,2,Armed Assault,14,Private Citizens & Property,Militants,,,,,,5,Firearms
2.00E+11,2001,3,13,Jammu and Kashmir (State),Veelu,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,3,13,Manipur (State),Imphal,3,Bombing/Explosion,14,Private Citizens & Property,Kanglei Yawol Kanna Lup (KYKL),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,3,13,Baramulla,Unknown,3,Bombing/Explosion,19,Transportation,Militants,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,3,17,Jammu and Kashmir,Kulipora,1,Assassination,2,Government (General),Militants,,,,,,5,Firearms
2.00E+11,2001,3,18,Assam,Ramgaon,2,Armed Assault,14,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),,,,,,5,Firearms
2.00E+11,2001,3,22,Jammu and Kashmir,Sonapah,1,Assassination,2,Government (General),Militants,,,,,,5,Firearms
2.00E+11,2001,3,24,Tripura,Manu,9,Unknown,14,Private Citizens & Property,National Liberation Front of Tripura (NLFT),,,,,,13,Unknown
2.00E+11,2001,3,26,Jammu and Kashmir (State),Srinagar,2,Armed Assault,3,Police,Lashkar-e-Taiba (LeT),,,,,,5,Firearms
2.00E+11,2001,3,29,Manipur (State),Ichum Lairembi,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,4,3,Jammu and Kashmir (State),Rafiabad,2,Armed Assault,4,Military,Lashkar-e-Taiba (LeT),,,,,,5,Firearms
2.00E+11,2001,4,3,Kupwara,Kandi,2,Armed Assault,2,Government (General),Militants,,,,,,5,Firearms
2.00E+11,2001,4,4,Jammu and Kashmir (State),Dalina,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,4,5,Jammu and Kashmir (State),Kashmir,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,4,6,Jammu and Kashmir (State),Baramula,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,4,10,New Delhi,New Delhi,3,Bombing/Explosion,2,Government (General),Students Islamic Movement of India (SIMI),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,4,14,Jammu and Kashmir (State),Srinagar,2,Armed Assault,4,Military,Unknown,,,,,,5,Firearms
2.00E+11,2001,4,14,Bihar (State),Beltu,2,Armed Assault,14,Private Citizens & Property,Maoist Communist Center (MCC),,,,,,5,Firearms
2.00E+11,2001,4,19,Muzffarpur,Madhopur,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,4,20,Andhra Pradesh (State),East Godavari,3,Bombing/Explosion,3,Police,People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,4,23,Jammu and Kashmir (State),Kashmir,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,4,23,Darbhanga,Nagma,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,4,23,Sitamarhi,Unknown,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,4,24,Jammu and Kashmir (State),Sopore,2,Armed Assault,4,Military,Unknown,,,,,,5,Firearms
2.00E+11,2001,4,26,Tripura (State),Kantakobrapara,2,Armed Assault,4,Military,National Liberation Front of Tripura (NLFT),,,,,,5,Firearms
2.00E+11,2001,4,26,Jammu and Kashmir (State),Bijbehara,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,4,29,Jammu and Kashmir (State),Budgam District,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,5,5,Bihar (State),Muzaffarpur,3,Bombing/Explosion,15,Religious Figures/Institutions,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,5,9,Jammu and Kashmir (State),Magam,2,Armed Assault,4,Military,Lashkar-e-Taiba (LeT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,5,9,National Capital Territory of Delhi (Union Territory),New Delhi,3,Bombing/Explosion,4,Military,Hizbul Mujahideen (HM),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,5,10,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,14,Private Citizens & Property,Al-Hamas Mujahideen,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,5,10,Jammu and Kashmir (State),Sajjar,2,Armed Assault,14,Private Citizens & Property,Lashkar-e-Taiba (LeT),,,,,,9,Melee
2.00E+11,2001,5,25,Jammu and Kashmir (State),Mahadev,3,Bombing/Explosion,3,Police,Hizbul Mujahideen (HM),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,5,28,Uttar Pradesh (State),Ahilya Ghat,3,Bombing/Explosion,15,Religious Figures/Institutions,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,5,28,Jammu and Kashmir (State),Sangrama,3,Bombing/Explosion,4,Military,Hizbul Mujahideen (HM),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,5,28,Jammu and Kashmir (State),Prechu,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,5,29,Jammu and Kashmir (State),Srinagar,1,Assassination,8,Educational Institution,Hizbul Mujahideen (HM),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,5,29,Jammu and Kashmir (State),Muzaffarnagar,3,Bombing/Explosion,15,Religious Figures/Institutions,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,6,2,Jammu and Kashmir (State),Kupwara,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,6,3,Assam (State),Kokrajhar,2,Armed Assault,14,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),,,,,,5,Firearms
2.00E+11,2001,6,6,Jammu and Kashmir (State),Srinagar,2,Armed Assault,3,Police,Lashkar-e-Taiba (LeT),,,,,,5,Firearms
2.00E+11,2001,6,7,Assam (State),Goalpara,2,Armed Assault,3,Police,United Liberation Front of Assam (ULFA),,,,,,5,Firearms
2.00E+11,2001,6,8,Jammu and Kashmir (State),Budgam,3,Bombing/Explosion,15,Religious Figures/Institutions,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,6,15,Karimnagar,Unknown,2,Armed Assault,17,Terrorists/Non-State Militia,People's War Group (PWG),,,,,,5,Firearms
2.00E+11,2001,6,25,Kashmir,Jammu,3,Bombing/Explosion,19,Transportation,Muslim Militants,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,6,26,Jammu and Kashmir (State),Doda,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2001,6,27,Jammu and Kashmir (State),Pathan Mohalla,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2001,7,21,Jammu and Kashmir (State),Sheshnag,2,Armed Assault,14,Private Citizens & Property,Al-Umar Mujahideen,,,,,,5,Firearms
2.00E+11,2001,7,21,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,14,Private Citizens & Property,Jaish-e-Mohammad (JeM),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,7,22,Jammu and Kashmir (State),Chirji,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,7,29,Andhra Pradesh (State),Eturunagaram,2,Armed Assault,3,Police,People's War Group (PWG),,,,,,5,Firearms
2.00E+11,2001,8,0,Meghalaya (State),Tripura,7,Facility/Infrastructure Attack,21,Utilities,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,1,Jammu and Kashmir (State),Budgam,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,1,Jammu and Kashmir (State),Anantnag,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2001,8,1,Jammu and Kashmir (State),Chunti Mohalla,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,1,Kokrajhar,Debatangi,3,Bombing/Explosion,14,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,2,Jammu and Kashmir (State),Pathie,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,2,Jammu and Kashmir (State),Shams-ud-din Khan,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,2,Jammu and Kashmir (State),Surigam,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,2,Jammu and Kashmir (State),Tangmarg,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,4,Jammu and Kashmir (State),Shrotidar,2,Armed Assault,14,Private Citizens & Property,Lashkar-e-Taiba (LeT),,,,,,5,Firearms
2.00E+11,2001,8,4,Jammu and Kashmir (State),Shopian,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,5,Jammu and Kashmir (State),Watalpora,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2001,8,5,Assam (State),Bongaigaon District,3,Bombing/Explosion,3,Police,National Democratic Front of Bodoland (NDFB),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,5,Doda,Luddar,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Militants,,,,,,5,Firearms
2.00E+11,2001,8,6,Madhya Pradesh (State),Ujjain,2,Armed Assault,15,Religious Figures/Institutions,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,6,Maharashtra (State),Mumbai,8,Unarmed Assault,15,Religious Figures/Institutions,Vishwa Hindu Parishad (VHP),Bajrang Dal,,,,,9,Melee
2.00E+11,2001,8,7,Jammu and Kashmir (State),Sonmarg,8,Unarmed Assault,8,Educational Institution,Lashkar-e-Jhangvi,,,,,,2,Chemical
2.00E+11,2001,8,7,Jammu and Kashmir (State),Srinagar,8,Unarmed Assault,14,Private Citizens & Property,Lashkar-e-Jhangvi,,,,,,2,Chemical
2.00E+11,2001,8,7,Jammu and Kashmir (State),Baramula District,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,7,Jammu and Kashmir (State),Pulwama District,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,7,Jammu and Kashmir (State),Bundagam,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,7,Jammu and Kashmir (State),Jammu,2,Armed Assault,19,Transportation,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,8,Jammu and Kashmir (State),Frislan-Pahalgam,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2001,8,8,West Tripura,Jampuijala,1,Assassination,2,Government (General),National Liberation Front of Tripura (NLFT),,,,,,5,Firearms
2.00E+11,2001,8,9,Jammu and Kashmir (State),Soibugh,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,9,Orissa (State),Kalimela,7,Facility/Infrastructure Attack,3,Police,People's War Group (PWG),,,,,,5,Firearms
2.00E+11,2001,8,9,Orissa (State),Motu,7,Facility/Infrastructure Attack,3,Police,People's War Group (PWG),,,,,,5,Firearms
2.00E+11,2001,8,10,Jammu and Kashmir (State),Kaller-Katal,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,10,Jammu and Kashmir (State),More Bachia,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,10,Meghalaya (State),Songsak,2,Armed Assault,3,Police,Achik National Volunteer Council (ANVC),,,,,,5,Firearms
2.00E+11,2001,8,10,Nagaland (State),Dimapur,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,10,Jammu and Kashmir (State),Frisal Kulgam,1,Assassination,2,Government (General),Hizbul Mujahideen (HM),,,,,,5,Firearms
2.00E+11,2001,8,11,Jammu and Kashmir (State),Frisal Kulgam,1,Assassination,22,Violent Political Party,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,11,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,11,National Capital Territory of Delhi (Union Territory),New Delhi,3,Bombing/Explosion,14,Private Citizens & Property,Students Islamic Movement of India (SIMI),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,12,Jammu and Kashmir (State),Unknown,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,13,Jammu and Kashmir (State),Damhalhanjipora,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2001,8,13,Jammu and Kashmir (State),Kanihama,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,13,Assam (State),Bipu,3,Bombing/Explosion,14,Private Citizens & Property,United People's Democratic Solidarity (UPDS),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,13,Jammu and Kashmir (State),Srinagar,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,14,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,14,Uttar Pradesh (State),Ghaziabad,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,14,Jammu and Kashmir (State),Bela,2,Armed Assault,14,Private Citizens & Property,Lashkar-e-Taiba (LeT),,,,,,5,Firearms
2.00E+11,2001,8,15,Jammu and Kashmir (State),Bela,3,Bombing/Explosion,14,Private Citizens & Property,Lashkar-e-Taiba (LeT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,15,Jammu and Kashmir (State),Noorbagh,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,15,Jammu and Kashmir (State),Mattan,1,Assassination,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,15,Jammu and Kashmir (State),Handwara,3,Bombing/Explosion,8,Educational Institution,Lashkar-e-Taiba (LeT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,15,Jammu and Kashmir (State),Hallian,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,15,Jammu and Kashmir (State),Doda District,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,16,Jammu and Kashmir (State),Bharwari,7,Facility/Infrastructure Attack,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,16,Jammu and Kashmir (State),Sangaldan,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,17,Jammu and Kashmir (State),Baramulla District,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,18,Jammu and Kashmir (State),Beerwah,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,18,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,19,Jammu and Kashmir (State),Takia Hail Jageer,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,19,Jammu and Kashmir (State),Srinagar,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,20,Jammu and Kashmir (State),Krusan-Lalpora,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,20,Andhra Pradesh (State),Bandlamudi,3,Bombing/Explosion,3,Police,People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,21,Jammu and Kashmir (State),Ogaad,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,21,Jammu and Kashmir (State),Dardpora,2,Armed Assault,15,Religious Figures/Institutions,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,21,Jammu and Kashmir (State),Dardpora,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,21,Jammu and Kashmir (State),Durmunah,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,22,Bihar (State),Patna,2,Armed Assault,14,Private Citizens & Property,People's War Group (PWG),,,,,,5,Firearms
2.00E+11,2001,8,23,Jammu and Kashmir (State),Dardpora,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,23,Jammu and Kashmir (State),Poonch,2,Armed Assault,3,Police,Lashkar-e-Taiba (LeT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2001,8,23,Jammu and Kashmir (State),Mohmangad,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,23,Jammu and Kashmir (State),Neel,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,24,Jammu and Kashmir (State),Kotranaka,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,24,Jammu and Kashmir (State),Kuntwar,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,24,Jammu and Kashmir (State),Ghat,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2001,8,24,Jammu and Kashmir (State),Amroh,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,24,Jammu and Kashmir (State),Sirgwari-Keshewan,9,Unknown,14,Private Citizens & Property,Unknown,,,,,,13,Unknown
2.00E+11,2001,8,24,Jammu and Kashmir (State),Ransoo-Naushehra,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2001,8,25,Jammu and Kashmir (State),Srinagar,1,Assassination,2,Government (General),Al-Umar Mujahideen,,,,,,5,Firearms
