eventid,iyear,imonth,iday,provstate,city,attacktype1,attacktype1_txt,targtype1,targtype1_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,weaptype1,weaptype1_txt
2.00E+11,2002,6,27,Jammu and Kashmir (State),Anantnag,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,6,27,Jammu and Kashmir (State),Frislan,3,Bombing/Explosion,4,Military,Hizbul Mujahideen (HM),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,6,27,Jharkhand,Unknown,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,7,5,Jammu and Kashmir (State),Srinagar,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2002,7,8,Jammu and Kashmir (State),Indh,3,Bombing/Explosion,3,Police,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,7,10,Jammu and Kashmir (State),Channapora,1,Assassination,10,Journalists & Media,Unknown,,,,,,5,Firearms
2.00E+11,2002,7,10,Jammu and Kashmir (State),Srinagar,1,Assassination,10,Journalists & Media,Unknown,,,,,,5,Firearms
2.00E+11,2002,7,12,Jammu and Kashmir (State),Jammu,2,Armed Assault,14,Private Citizens & Property,Lashkar-e-Taiba (LeT),,,,,,5,Firearms
2.00E+11,2002,7,13,Jammu and Kashmir (State),Jammu,3,Bombing/Explosion,14,Private Citizens & Property,Lashkar-e-Taiba (LeT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,7,0,Assam,Bhumka Maligaon,2,Armed Assault,14,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),,,,,,5,Firearms
2.00E+11,2002,7,17,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,7,22,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,3,Police,Hizbul Mujahideen (HM),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,7,23,Jammu and Kashmir,Rajouri,3,Bombing/Explosion,14,Private Citizens & Property,Muslim Rebels,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,7,24,Jammu and Kashmir (State),Anantnag,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,7,27,Jammu and Kashmir (State),Badgom,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,7,29,Jammu and Kashmir (State),Pulwama,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,7,30,Jammu and Kashmir (State),Pulwama,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,7,30,Jammu and Kashmir (State),Anantnag,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,7,30,Jammu and Kashmir (State),Khrew,2,Armed Assault,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,7,31,Jammu and Kashmir (State),Pulwama,2,Armed Assault,2,Government (General),Jamiat ul-Mujahedin (JuM),,,,,,5,Firearms
2.00E+11,2002,7,31,Jammu and Kashmir (State),Lazbal,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,8,2,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,8,6,Jammu and Kashmir (State),Pahalgam,3,Bombing/Explosion,14,Private Citizens & Property,Lashkar-e-Taiba (LeT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,8,6,Jammu and Kashmir (State),Rajuri,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,8,6,Jammu and Kashmir (State),Unknown,2,Armed Assault,4,Military,Al-Mansoorian,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,8,7,Jammu and Kashmir (State),Tral,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2002,8,7,Jammu and Kashmir (State),Patrada,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2002,8,8,Jammu and Kashmir (State),Bijbehara,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,8,11,Andhra Pradesh (State),Gathalpadar,3,Bombing/Explosion,4,Military,People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,8,13,Pulwama (District),Sophian,2,Armed Assault,4,Military,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,8,13,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,4,Military,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,8,13,Meghalaya (State),Raksamgiri,2,Armed Assault,14,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),,United Liberation Front of Assam (ULFA),,Achik National Volunteer Council (ANVC),,5,Firearms
2.00E+11,2002,8,15,Jharkhand (State),Kotalpakur,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,8,22,Assam (State),Maladhara,3,Bombing/Explosion,3,Police,United Liberation Front of Assam (ULFA),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,8,0,Jammu and Kashmir,Dudansaballa,2,Armed Assault,14,Private Citizens & Property,Militants,,,,,,5,Firearms
2.00E+11,2002,8,25,Karnataka,Unknown,6,Hostage Taking (Kidnapping),2,Government (General),Bandits,,,,,,5,Firearms
2.00E+11,2002,8,25,Jammu and Kashmir,Iqbal Nagar,2,Armed Assault,3,Police,Muslim Militants,,,,,,5,Firearms
2.00E+11,2002,8,27,Jammu and Kashmir (State),Palhalan,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2002,8,30,Jammu and Kashmir (State),Malwani,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2002,9,1,Jammu and Kashmir (State),Gounthal,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2002,9,1,Jammu and Kashmir,Ayhtmulla,6,Hostage Taking (Kidnapping),2,Government (General),Muslim Militants,,,,,,9,Melee
2.00E+11,2002,9,2,Jammu and Kashmir,Sheikhpora,1,Assassination,2,Government (General),Militants,,,,,,5,Firearms
2.00E+11,2002,9,5,Jammu and Kashmir,Kunzer,2,Armed Assault,2,Government (General),Muslim Militants,,,,,,5,Firearms
2.00E+11,2002,9,5,Jammu and Kashmir,Wanabal,2,Armed Assault,2,Government (General),Muslim Militants,,,,,,5,Firearms
2.00E+11,2002,9,6,Jammu and Kashmir (State),Gori,1,Assassination,2,Government (General),Jamiat ul-Mujahedin (JuM),,,,,,5,Firearms
2.00E+11,2002,9,8,Jammu and Kashmir,Dodasanpai,2,Armed Assault,14,Private Citizens & Property,Muslim Militants,,,,,,5,Firearms
2.00E+11,2002,9,9,Maharashtra,Mumbai,4,Hijacking,6,Airports & Aircraft,Individual,,,,,,9,Melee
2.00E+11,2002,9,11,Jammu and Kashmir (State),Kupwara,1,Assassination,2,Government (General),Al-Arifeen,,Lashkar-e-Taiba (LeT),,Al Barq,,5,Firearms
2.00E+11,2002,9,11,Jammu and Kashmir,Surankote,2,Armed Assault,14,Private Citizens & Property,Muslim Rebels,,,,,,5,Firearms
2.00E+11,2002,9,15,Jammu and Kashmir (State),Anantnag District,1,Assassination,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,9,16,Jammu and Kashmir,Batpora,3,Bombing/Explosion,14,Private Citizens & Property,Militants,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,9,19,Jammu and Kashmir,Jamalsan,2,Armed Assault,14,Private Citizens & Property,Militants,,,,,,5,Firearms
2.00E+11,2002,9,19,Jammu and Kashmir,Srinagar,2,Armed Assault,2,Government (General),Al-Arifeen,,,,,,5,Firearms
2.00E+11,2002,9,21,Jammu and Kashmir (State),Mirhama,3,Bombing/Explosion,2,Government (General),Hizbul Mujahideen (HM),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,9,24,Gujarat,Gandhinagar,3,Bombing/Explosion,15,Religious Figures/Institutions,Gunmen,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,9,26,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,9,28,Jammu and Kashmir (State),Pahloo,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,10,1,Jammu and Kashmir (State),Hiranagar,2,Armed Assault,19,Transportation,Unknown,,,,,,5,Firearms
2.00E+11,2002,10,2,Jammu and Kashmir (State),Jaktial,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2002,10,2,Tripura,Bishnupur,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,National Liberation Front of Tripura (NLFT),,,,,,5,Firearms
2.00E+11,2002,10,3,West Bengal,Kalimpong,1,Assassination,14,Private Citizens & Property,Miscreants,,,,,,5,Firearms
2.00E+11,2002,10,8,Jammu and Kashmir (State),Doda,2,Armed Assault,2,Government (General),Lashkar-e-Taiba (LeT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,10,11,Jammu and Kashmir (State),Kangan,1,Assassination,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,10,13,Assam (State),Unknown,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,10,23,Jammu and Kashmir (State),Anantnag,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,10,27,Assam,Dadgiri,2,Armed Assault,14,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),,,,,,5,Firearms
2.00E+11,2002,10,27,Assam,Guwahati,3,Bombing/Explosion,2,Government (General),Rebels,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,2,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,14,Private Citizens & Property,Al-Umar Mujahideen,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,2,Jammu and Kashmir (State),Srinagar,2,Armed Assault,2,Government (General),Al-Madina,,,,,,5,Firearms
2.00E+11,2002,11,2,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,3,Police,Al-Madina,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,3,National Capital Territory of Delhi (Union Territory),New Delhi,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2002,11,6,Jammu and Kashmir (State),Anantnag,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,8,Jammu and Kashmir (State),Wawoora,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2002,11,8,Jammu and Kashmir (State),Anantnag (District),2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2002,11,11,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,11,Jammu and Kashmir (State),Ramsu,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,13,Jammu and Kashmir (State),Lasana,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,13,Jammu and Kashmir (State),Lasana,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,18,Andhra Pradesh (State),Chintagudam,3,Bombing/Explosion,19,Transportation,People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,20,Jammu and Kashmir (State),Bandipora,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2002,11,20,Andhra Pradesh (State),Tumalacheruvu,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,20,Jharkhand (State),Unknown,3,Bombing/Explosion,3,Police,People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,21,Andhra Pradesh (State),Hyderabad,3,Bombing/Explosion,15,Religious Figures/Institutions,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,21,Jammu and Kashmir (State),Srinagar,2,Armed Assault,3,Police,Lashkar-e-Taiba (LeT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,23,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,4,Military,Jamiat ul-Mujahedin (JuM),,Harkatul Jihad-e-Islami,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,24,Jammu and Kashmir (State),Jammu,3,Bombing/Explosion,15,Religious Figures/Institutions,Lashkar-e-Taiba (LeT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,25,Andhra Pradesh (State),Pondugula,3,Bombing/Explosion,19,Transportation,People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,25,Andhra Pradesh (State),Mukinda,3,Bombing/Explosion,19,Transportation,People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,28,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,10,Journalists & Media,Al-Badr,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,11,30,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,12,1,Jammu and Kashmir (State),Kashmir,2,Armed Assault,4,Military,Other,,,,,,5,Firearms
2.00E+11,2002,12,1,Jammu and Kashmir (State),Bun Doda,2,Armed Assault,4,Military,Lashkar-e-Taiba (LeT),,,,,,5,Firearms
2.00E+11,2002,12,2,Maharashtra (State),Mumbai,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,12,2,Anantnag (District),Damhal-Hanjipora,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2002,12,5,Jammu and Kashmir (State),Pulwama,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,12,9,Manipur (State),New Heaven,2,Armed Assault,4,Military,Unknown,,,,,,5,Firearms
2.00E+11,2002,12,12,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,4,Military,Al Nasirin (India),,Save Kashmir Movement,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,12,16,Jammu and Kashmir (State),Rajouri,3,Bombing/Explosion,14,Private Citizens & Property,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,12,18,Jammu and Kashmir (State),Kulgam,3,Bombing/Explosion,4,Military,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,12,18,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,3,Police,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,12,18,Jammu and Kashmir (State),Baramulla District,2,Armed Assault,4,Military,Other,,,,,,5,Firearms
2.00E+11,2002,12,18,Jammu and Kashmir (State),Udhampur District,9,Unknown,4,Military,Other,,,,,,13,Unknown
2.00E+11,2002,12,19,Jammu and Kashmir (State),Rajouri,2,Armed Assault,14,Private Citizens & Property,Other,,,,,,5,Firearms
2.00E+11,2002,12,19,National Capital Territory of Delhi (Union Territory),New Delhi,3,Bombing/Explosion,3,Police,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2002,12,20,Jammu and Kashmir (State),Konibal,1,Assassination,2,Government (General),Save Kashmir Movement,,,,,,5,Firearms
2.00E+11,2003,1,2,Andhra Pradesh (State),Bayyaram,1,Assassination,2,Government (General),Unknown,,,,,,9,Melee
2.00E+11,2003,1,2,Jammu and Kashmir (State),Sailya,1,Assassination,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2003,1,3,Tripura (State),Chaplingcherra,2,Armed Assault,4,Military,National Liberation Front of Tripura (NLFT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,3,Andhra Pradesh (State),Bodhanam,6,Hostage Taking (Kidnapping),2,Government (General),People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,3,Andhra Pradesh (State),Gambirpur,1,Assassination,2,Government (General),Praveen Dalam,,,,,,5,Firearms
2.00E+11,2003,1,3,Andhra Pradesh (State),Ajamnagar,3,Bombing/Explosion,2,Government (General),Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,3,Andhra Pradesh (State),Ghanpur,3,Bombing/Explosion,2,Government (General),Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,5,Jammu and Kashmir (State),Kulgam,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,5,Andhra Pradesh (State),Kothur,3,Bombing/Explosion,2,Government (General),People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,6,Jammu and Kashmir (State),Srinagar,1,Assassination,1,Business,Unknown,,,,,,5,Firearms
2.00E+11,2003,1,9,Jammu and Kashmir (State),Sumblar,1,Assassination,14,Private Citizens & Property,Unknown,,,,,,9,Melee
2.00E+11,2003,1,9,Jammu and Kashmir (State),Ahem Sharief,1,Assassination,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2003,1,10,Jammu and Kashmir (State),Poonch,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2003,1,10,Jammu and Kashmir (State),Kheora,3,Bombing/Explosion,15,Religious Figures/Institutions,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,10,Jammu and Kashmir (State),Baramulla,1,Assassination,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2003,1,11,Andhra Pradesh (State),Madimalla,1,Assassination,22,Violent Political Party,People's War Group (PWG),,,,,,5,Firearms
2.00E+11,2003,1,11,Andhra Pradesh (State),Dachepalli Mandal,3,Bombing/Explosion,2,Government (General),People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,12,Andhra Pradesh (State),Peddaktnta,2,Armed Assault,1,Business,People's War Group (PWG),,,,,,8,Incendiary
2.00E+11,2003,1,12,Andhra Pradesh (State),Peddaktnta,1,Assassination,14,Private Citizens & Property,People's War Group (PWG),,,,,,5,Firearms
2.00E+11,2003,1,13,Jammu and Kashmir (State),Panar,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2003,1,13,Kerala (State),Trivandrum,2,Armed Assault,15,Religious Figures/Institutions,Rashtriya Swayamsevak Sangh,,,,,,9,Melee
2.00E+11,2003,1,14,Jammu and Kashmir (State),Srinagar,1,Assassination,14,Private Citizens & Property,Other,,,,,,5,Firearms
2.00E+11,2003,1,15,Jammu and Kashmir (State),Baramulla,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,16,Jammu and Kashmir (State),Hajan Township,1,Assassination,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,16,Orissa (State),Unknown,3,Bombing/Explosion,3,Police,People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,19,Jammu and Kashmir (State),Kulgam,3,Bombing/Explosion,4,Military,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,20,Assam (State),Unknown,3,Bombing/Explosion,19,Transportation,United People's Democratic Solidarity (UPDS),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,20,Jammu and Kashmir (State),Baramulla,3,Bombing/Explosion,4,Military,Islamic Fateh,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,20,Andhra Pradesh (State),Isaipet,7,Facility/Infrastructure Attack,16,Telecommunication,People's War Group (PWG),,,,,,8,Incendiary
2.00E+11,2003,1,20,Andhra Pradesh (State),Chukkapur,7,Facility/Infrastructure Attack,16,Telecommunication,People's War Group (PWG),,,,,,8,Incendiary
2.00E+11,2003,1,21,Uttar Pradesh (State),Tarahati Kalinzar,2,Armed Assault,18,Tourists,Unknown,,,,,,5,Firearms
2.00E+11,2003,1,23,Jammu and Kashmir (State),Saraipul,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2003,1,24,Jammu and Kashmir (State),Nagshereen,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2003,1,24,Manipur (State),Thingkhangpi,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2003,1,25,Jammu and Kashmir (State),Ashmuqam,3,Bombing/Explosion,3,Police,Hizbul Mujahideen (HM),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,25,Andhra Pradesh (State),Unknown,1,Assassination,2,Government (General),People's War Group (PWG),,,,,,9,Melee
2.00E+11,2003,1,25,Andhra Pradesh (State),Kundlakunta,1,Assassination,2,Government (General),People's War Group (PWG),,,,,,9,Melee
2.00E+11,2003,1,26,Tripura (State),Mandai,2,Armed Assault,22,Violent Political Party,National Liberation Front of Tripura (NLFT),,,,,,5,Firearms
2.00E+11,2003,1,26,Andhra Pradesh (State),Atmakur,3,Bombing/Explosion,1,Business,People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,27,Maharashtra (State),Mumbai,3,Bombing/Explosion,14,Private Citizens & Property,Students Islamic Movement of India (SIMI),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,27,Maharashtra (State),Mumbai,3,Bombing/Explosion,14,Private Citizens & Property,Students Islamic Movement of India (SIMI),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,28,Jammu and Kashmir (State),Chatroo,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2003,1,28,Jammu and Kashmir (State),Shopian,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,28,Jammu and Kashmir (State),Budgam,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,1,28,Assam (State),Bogoribari,2,Armed Assault,14,Private Citizens & Property,Bodo Liberation Tigers (BLT),,,,,,5,Firearms
2.00E+11,2003,1,31,Jammu and Kashmir (State),Srinagar,1,Assassination,10,Journalists & Media,Unknown,,,,,,5,Firearms
2.00E+11,2003,1,31,Jammu and Kashmir (State),Anantnag,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,2,2,Chhatisgarh (State),Abhapalli,2,Armed Assault,19,Transportation,People's War Group (PWG),,,,,,5,Firearms
2.00E+11,2003,2,6,Jammu and Kashmir (State),Frisal,2,Armed Assault,4,Military,Hizbul Mujahideen (HM),,,,,,5,Firearms
2.00E+11,2003,2,10,Manipur (State),Lokchao,2,Armed Assault,4,Military,Kanglei Yawol Kanna Lup (KYKL),,,,,,5,Firearms
2.00E+11,2003,2,10,Jharkhand (State),Chandawa,2,Armed Assault,3,Police,Maoist Communist Center (MCC),,,,,,5,Firearms
2.00E+11,2003,2,10,Jharkhand (State),Unknown,2,Armed Assault,3,Police,Maoist Communist Center (MCC),,,,,,5,Firearms
2.00E+11,2003,2,12,Jammu and Kashmir (State),Bonkoot,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2003,2,16,Andhra Pradesh (State),Srigeri Pado,2,Armed Assault,3,Police,Naxalites,,,,,,5,Firearms
2.00E+11,2003,2,20,Jammu and Kashmir (State),Tehsil Chowk,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,2,23,Assam (State),Guwahati,3,Bombing/Explosion,4,Military,United Liberation Front of Assam (ULFA),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,2,25,Jammu and Kashmir (State),Rai Sehot,2,Armed Assault,1,Business,Unknown,,,,,,5,Firearms
2.00E+11,2003,2,26,Tripura (State),Santarampada,2,Armed Assault,4,Military,National Liberation Front of Tripura (NLFT),,,,,,5,Firearms
2.00E+11,2003,3,5,Jammu and Kashmir (State),Kulgam,2,Armed Assault,22,Violent Political Party,Other,,,,,,5,Firearms
2.00E+11,2003,3,8,Assam (State),Digboi,3,Bombing/Explosion,21,Utilities,United Liberation Front of Assam (ULFA),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,3,8,Assam (State),Kathalguri,3,Bombing/Explosion,21,Utilities,United Liberation Front of Assam (ULFA),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,3,8,Assam (State),Rangjuli,2,Armed Assault,1,Business,United Liberation Front of Assam (ULFA),,,,,,5,Firearms
2.00E+11,2003,3,8,Assam (State),Unknown,3,Bombing/Explosion,3,Police,United Liberation Front of Assam (ULFA),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,3,8,Jammu and Kashmir (State),Doda District,3,Bombing/Explosion,4,Military,Hizbul Mujahideen (HM),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,3,11,Jammu and Kashmir (State),Rajauri,3,Bombing/Explosion,1,Business,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,3,13,Maharashtra (State),Mumbai,3,Bombing/Explosion,19,Transportation,Students Islamic Movement of India (SIMI),,Lashkar-e-Taiba (LeT),,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,3,13,Jammu and Kashmir (State),Rajauri,3,Bombing/Explosion,19,Transportation,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,3,13,Jammu and Kashmir (State),Poonch,2,Armed Assault,14,Private Citizens & Property,Other,,,,,,5,Firearms
2.00E+11,2003,3,14,National Capital Territory of Delhi (Union Territory),New Delhi,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,3,14,Jammu and Kashmir (State),Poonch,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,Lashkar-e-Taiba (LeT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,3,14,Jammu and Kashmir (State),Budgam District,2,Armed Assault,2,Government (General),Other,,,,,,5,Firearms
2.00E+11,2003,3,14,Jammu and Kashmir (State),Baramulla District,2,Armed Assault,2,Government (General),Other,,,,,,5,Firearms
2.00E+11,2003,3,15,Jammu and Kashmir (State),Rajauri,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Other,,,,,,8,Incendiary
2.00E+11,2003,3,15,Jammu and Kashmir (State),Udhampur,2,Armed Assault,3,Police,Hizbul Mujahideen (HM),,Harakat ul-Mujahidin (HuM),,Harkatul Jihad-e-Islami,,5,Firearms
2.00E+11,2003,3,16,Assam (State),Bamungopha,3,Bombing/Explosion,3,Police,United Liberation Front of Assam (ULFA),,,,,,6,Explosives/Bombs/Dynamite
