Amritsar,31.633979,74.872264
Gizzer Village,33.062575,-112.022795
Bandipore,34.505227,74.686882
Guwahati,26.144517,91.736237
Kupwara,34.431923,74.123996
Doda,33.14575,75.548049
Sopore District,34.273132,74.449449
Srinigar,34.125541,74.944258
Ludhiana,30.900965,75.857276
Ludhiana,30.900965,75.857276
Sopore,34.286763,74.462401
Thuth Dhandari,Unknown,Unknown
Thuth Dhandari,Unknown,Unknown
New Delhi,28.613939,77.209021
New Delhi,28.613939,77.209021
New Delhi,28.613939,77.209021
Anantnag,33.704971,75.247906
New Delhi,28.613939,77.209021
Srinigar,34.125541,74.944258
Srinigar,34.125541,74.944258
Srinigar,34.125541,74.944258
Srinigar,34.125541,74.944258
Srinigar,34.125541,74.944258
Srinigar,34.125541,74.944258
Wasoora,33.834629,74.980785
Lapur,23.51886,84.931022
Baramulla,34.159515,74.358747
Pishikash,30.086928,78.267612
Pandori Barach,Unknown,Unknown
Delhi,28.613939,77.209021
Patiala,30.339781,76.38688
Jalandhar-Amritsar,31.108464,75.052779
Karnal District,29.781992,76.91821
Nagaland State,25.912862,93.72639
Amritson,31.633979,74.872264
New Delhi,28.613939,77.209021
Bhair Pura,24.950523,84.895873
Srinigar,34.125541,74.944258
Srinigar,34.125541,74.944258
Baramula Area,34.293138,74.455333
New Delhi,28.613939,77.209021
Kupwara,34.431923,74.123996
Kharar,30.748882,76.641358
Dharamkut,30.938085,75.230404
Patiala,30.339781,76.38688
Rampura,24.466152,75.441756
Mansa,29.999507,75.393681
Kunjikulam,10.685268,76.061763
Rampur District,28.882526,79.10969
Rampur District,28.882526,79.10969
Rampur District,28.882526,79.10969
Bilaspur,22.079625,82.139141
Sopore,34.286763,74.462401
Ludhiana,30.900965,75.857276
Madhya Pradesh State,21.442099,78.890231
Bombay,19.075984,72.877656
Kalikewal,Unknown,Unknown
Srinigar,34.125541,74.944258
West Bengal,22.986757,87.854976
Srinigar,34.125541,74.944258
Kilariapur,Unknown,Unknown
Amristar,31.633979,74.872264
Srinigar,34.125541,74.944258
Srinigar,34.125541,74.944258
Gurbux Nagar,31.618017,74.858006
Srinigar,34.125541,74.944258
Poonthura,8.440951,76.948462
Assam State,26.343936,92.674764
Assam State,26.343936,92.674764
Trivandrum,8.524139,76.936638
Srinigar,34.125541,74.944258
Pilibhut,28.620794,79.812865
Gulmarg,34.12889,74.410641
Rae Bareli,26.23453,81.240869
Batala,31.818324,75.207064
Jammu State,32.780174,74.828892
Srinigar,34.125541,74.944258
Mahur,27.492413,77.673673
Barnala,30.381945,75.546798
Barnala,30.381945,75.546798
Barnala,30.381945,75.546798
Barnala,30.381945,75.546798
Tarsikha,31.638549,75.135566
Punjab State,31.385026,75.091167
Hoshiapur,31.514318,75.911483
Nagaland (town not stated),Unknown,Unknown
Bombay,19.075984,72.877656
Sailen,22.684372,92.721692
Gudur,14.146319,79.850389
Babural,18.271248,75.782269
Jammu,32.721782,74.857654
Kila Shahpur,17.914805,77.530743
