source,target,CountOfattacktype1_txt
Kalamabad,Bombing/Explosion,1
Kalantra,Armed Assault,1
Kalia Atal,Bombing/Explosion,1
Kalia Attala,Facility/Infrastructure Attack,1
Kaliachak,Armed Assault,1
Kaliachak,Bombing/Explosion,2
Kalimela,Armed Assault,4
Kalimela,Bombing/Explosion,3
Kalimela,Hostage Taking (Kidnapping),2
Kalimunda,Facility/Infrastructure Attack,1
Kaller,Hostage Taking (Kidnapping),1
Kalyan Nagar,Armed Assault,1
Kalyan Nagar,Assassination,1
Kalyansinghpur,Bombing/Explosion,1
Kamakhya,Bombing/Explosion,1
Kamanar,Bombing/Explosion,1
Kambesu,Facility/Infrastructure Attack,1
Kambiron,Bombing/Explosion,3
Kamjong,Armed Assault,2
Kamlapur,Bombing/Explosion,1
Kamlapur,Hostage Taking (Kidnapping),1
Kampumanapakala,Hostage Taking (Kidnapping),1
Kamshet,Assassination,1
Kamu Maring,Bombing/Explosion,1
Kanaguda,Bombing/Explosion,1
Kandhamal,Armed Assault,2
Kandhamal,Bombing/Explosion,1
Kandhamal,Facility/Infrastructure Attack,2
Kandhamal,Hostage Taking (Kidnapping),1
Kandhamal district,Bombing/Explosion,1
Kandhamal district,Hostage Taking (Kidnapping),1
Kanga Gali,Bombing/Explosion,2
Kanglatonbi,Hostage Taking (Kidnapping),1
Kanglatongbi,Hostage Taking (Kidnapping),1
Kangpokpi,Armed Assault,1
Kangvai,Bombing/Explosion,1
Kaniyaaluka,Bombing/Explosion,1
Kankapal,Bombing/Explosion,1
Kanker,Armed Assault,4
Kanker,Bombing/Explosion,1
Kanker,Facility/Infrastructure Attack,2
Kanker district,Armed Assault,2
Kanker district,Bombing/Explosion,7
Kannur,Bombing/Explosion,1
Kannur district,Bombing/Explosion,1
Kanpur,Bombing/Explosion,1
Kantanagre,Hostage Taking (Kidnapping),1
Kapoorkukri,Assassination,1
Karanjuguda,Hostage Taking (Kidnapping),1
Karbi Anglong,Armed Assault,6
Karbi Anglong,Hostage Taking (Kidnapping),1
Karbi Anglong district,Armed Assault,1
Karbi Anglong district,Hostage Taking (Kidnapping),1
Karbindha,Facility/Infrastructure Attack,2
Kareili,Bombing/Explosion,1
Karigaon,Hostage Taking (Kidnapping),1
Karimati,Facility/Infrastructure Attack,1
Karimganj,Armed Assault,1
Karimnagar,Armed Assault,1
Karimnagar,Hostage Taking (Kidnapping),2
Karkel,Assassination,1
Karli,Facility/Infrastructure Attack,1
Karramal,Hostage Taking (Kidnapping),1
Karsing,Bombing/Explosion,1
Kasba,Armed Assault,1
Kasiabeda,Bombing/Explosion,1
Kasom Khullen,Bombing/Explosion,1
Kasthiniya,Hostage Taking (Kidnapping),1
Kathikund,Armed Assault,1
Kathikund,Bombing/Explosion,1
Kathua,Armed Assault,1
Kathua,Hijacking,1
Kathua district,Hijacking,1
Katihar,Armed Assault,1
Katihar district,Bombing/Explosion,1
Katlang,Bombing/Explosion,1
Kattakonda,Armed Assault,1
Kaurgaon,Hostage Taking (Kidnapping),1
Kawad,Assassination,1
Kaziranga National Park,Armed Assault,1
Kechala,Hostage Taking (Kidnapping),1
Keimei,Armed Assault,1
Keishamthong,Bombing/Explosion,1
Kendukona,Bombing/Explosion,1
Keonjhar,Armed Assault,1
Keonjhar,Bombing/Explosion,2
Keonjhar,Facility/Infrastructure Attack,1
Keonjhar,Hostage Taking (Kidnapping),2
Keonjhar district,Bombing/Explosion,1
Keran,Armed Assault,1
Keshkal,Armed Assault,1
Khadgaon,Bombing/Explosion,1
Khagaria,Bombing/Explosion,1
Khaira,Armed Assault,1
Khaira,Facility/Infrastructure Attack,1
Khairaput,Armed Assault,1
Khairiput,Armed Assault,1
Khammam,Armed Assault,7
Khammam,Bombing/Explosion,1
Khammam,Facility/Infrastructure Attack,5
Khammam,Hostage Taking (Kidnapping),2
Khammam district,Armed Assault,1
Khammam district,Bombing/Explosion,1
Khan Nagar,Armed Assault,1
Khandbari,Bombing/Explosion,1
Khangabok,Bombing/Explosion,2
Khantlang,Armed Assault,1
Khariaguda,Armed Assault,1
Kharjan,Bombing/Explosion,1
Kharkutta,Hostage Taking (Kidnapping),1
Kharprakhol,Facility/Infrastructure Attack,3
Khehoyi,Hostage Taking (Kidnapping),1
Khengjang,Bombing/Explosion,1
Kheroni,Bombing/Explosion,1
Khoaani,Armed Assault,1
Khoibu,Bombing/Explosion,1
Khonghampat,Bombing/Explosion,1
Khongjom,Bombing/Explosion,1
Khongman,Bombing/Explosion,1
Khonthoujam,Bombing/Explosion,1
Khoupum,Hostage Taking (Kidnapping),1
Khour,Bombing/Explosion,2
Khrew,Armed Assault,1
Khudengthabi,Bombing/Explosion,3
Khudwani,Armed Assault,1
Khumbong,Assassination,1
Khumbong,Bombing/Explosion,2
Khumbong Joypur Khul,Bombing/Explosion,1
Khumriyal,Bombing/Explosion,1
Khunti,Armed Assault,13
Khunti,Assassination,1
Khunti,Bombing/Explosion,1
Khunti,Hostage Taking (Kidnapping),3
Khunti,Unarmed Assault,2
Khunti district,Armed Assault,2
Khunti district,Assassination,1
Khunti district,Bombing/Explosion,1
Khurai,Bombing/Explosion,1
Khuripani,Armed Assault,1
Killamkota,Hostage Taking (Kidnapping),1
Kinatintavida,Bombing/Explosion,1
Kirandul,Armed Assault,1
Kirandul,Bombing/Explosion,1
Kirandul,Facility/Infrastructure Attack,1
Kirandul,Hostage Taking (Barricade Incident),1
Kiriburu,Bombing/Explosion,1
Kirwala,Bombing/Explosion,1
Kishanganj district,Bombing/Explosion,1
Kishtapur,Hostage Taking (Kidnapping),1
Kishtwar,Armed Assault,1
Kishtwar,Bombing/Explosion,1
Kishtwar,Hostage Taking (Kidnapping),3
Kiyam Siphai,Bombing/Explosion,1
Kohima,Assassination,1
Kohka Meta,Bombing/Explosion,1
Koide,Bombing/Explosion,1
Koil,Armed Assault,2
Koilamati,Armed Assault,1
Koila-Moila,Bombing/Explosion,2
Koilibeda,Bombing/Explosion,1
Koirengei,Assassination,1
Koirengei,Bombing/Explosion,2
Kokrajhar,Armed Assault,5
Kokrajhar,Bombing/Explosion,3
Kokrajhar,Facility/Infrastructure Attack,2
Kokrajhar,Hostage Taking (Kidnapping),2
Kokrajhar district,Bombing/Explosion,2
Kolkata,Bombing/Explosion,4
Kolkata (calcutta),Bombing/Explosion,1
Komkang,Armed Assault,1
Kommanapalli,Armed Assault,1
Kondagaon,Armed Assault,1
Kondagaon,Bombing/Explosion,1
Kondagaon district,Bombing/Explosion,2
Kondapur,Bombing/Explosion,1
Kongkan,Armed Assault,1
Konkan,Armed Assault,1
Koothuparamba,Armed Assault,1
Kopara,Hostage Taking (Kidnapping),1
Koraput,Armed Assault,11
Koraput,Assassination,2
Koraput,Bombing/Explosion,15
Koraput,Facility/Infrastructure Attack,3
Koraput,Hostage Taking (Kidnapping),9
Koraput district,Armed Assault,1
Koraput district,Facility/Infrastructure Attack,1
Koraput district,Hostage Taking (Kidnapping),1
Korbok,Hostage Taking (Kidnapping),1
Koreingei,Bombing/Explosion,1
Kosi Kalan,Bombing/Explosion,4
Koski Nengsat,Armed Assault,1
Kotagad,Bombing/Explosion,1
Kothi,Armed Assault,1
Kothi,Bombing/Explosion,1
Kothilwa,Bombing/Explosion,1
Kotma,Bombing/Explosion,1
Kotmara,Unarmed Assault,1
Kottamateru,Armed Assault,1
Kotwali,Armed Assault,1
Kozhikode,Bombing/Explosion,1
Kuakonda,Bombing/Explosion,1
Kudhwan,Bombing/Explosion,1
Kudler,Facility/Infrastructure Attack,1
Kuitopa,Assassination,1
Kuiva Kazo,Assassination,1
Kukanar,Bombing/Explosion,1
Kukrajhar,Armed Assault,1
Kuku,Armed Assault,1
Kulgam,Bombing/Explosion,2
Kulnung Khunou,Hostage Taking (Kidnapping),1
Kulpora,Assassination,1
Kultali,Assassination,1
Kumbhariput,Armed Assault,3
Kumbhariput,Facility/Infrastructure Attack,1
Kumbi,Bombing/Explosion,2
Kupwara,Armed Assault,2
Kupwara,Bombing/Explosion,2
Kupwara,Facility/Infrastructure Attack,2
Kupwara district,Armed Assault,1
Kurmanur,Assassination,1
Kurri,Bombing/Explosion,1
Kurshipar,Facility/Infrastructure Attack,1
Kurumbatti,Facility/Infrastructure Attack,1
Kurumgarh,Bombing/Explosion,1
Kurushnar,Bombing/Explosion,1
Kushipora,Assassination,1
Kusumaguda,Facility/Infrastructure Attack,1
Kuthegaon,Hostage Taking (Kidnapping),1
Kutumba,Bombing/Explosion,2
Kwatha lamkhai,Bombing/Explosion,1
Laban,Facility/Infrastructure Attack,1
Labdanguri,Hostage Taking (Kidnapping),2
Ladmawreng,Hostage Taking (Kidnapping),1
Laikoiching,Bombing/Explosion,1
Laishram leikai,Bombing/Explosion,1
Lakhari,Armed Assault,1
Lakhimpur,Armed Assault,1
Lakhimpur,Bombing/Explosion,3
Lakhipur,Armed Assault,1
Lakhipur,Bombing/Explosion,1
Lakhipur,Facility/Infrastructure Attack,1
Lakhisarai,Armed Assault,1
Lakhisarai,Bombing/Explosion,1
Lakhisarai district,Bombing/Explosion,1
Lakhpat,Bombing/Explosion,1
Lakkavaram,Armed Assault,1
Lakkavarapupet,Bombing/Explosion,1
Lakshmikantapur,Assassination,1
Lalgarh,Armed Assault,5
Lalgarh,Assassination,1
Lalgarh,Bombing/Explosion,4
Lalgarh,Hostage Taking (Kidnapping),3
Lalgarh,Unarmed Assault,1
Lambari,Armed Assault,1
Lamlai,Bombing/Explosion,3
Lammasingi,Facility/Infrastructure Attack,1
Lamphelpat,Bombing/Explosion,3
Lamshang,Bombing/Explosion,2
langate,Bombing/Explosion,1
Langjing,Bombing/Explosion,1
Langol Games,Armed Assault,1
Langthabal,Bombing/Explosion,1
Langthabal Kunja,Bombing/Explosion,1
Lanji,Bombing/Explosion,1
Lassipora,Armed Assault,1
Lat,Bombing/Explosion,4
Lat,Facility/Infrastructure Attack,3
Latehar,Armed Assault,8
Latehar,Assassination,1
Latehar,Bombing/Explosion,11
Latehar,Facility/Infrastructure Attack,2
Latehar,Hostage Taking (Kidnapping),5
Latehar district,Armed Assault,6
Latehar district,Bombing/Explosion,7
Laudha,Armed Assault,1
Laxmipur,Bombing/Explosion,1
Ledo,Hostage Taking (Kidnapping),1
Lekhepal,Bombing/Explosion,1
Lenjua,Bombing/Explosion,1
Lilong,Bombing/Explosion,2
Lilong Heinoumakhong,Bombing/Explosion,1
Lingapur,Armed Assault,1
Litan,Assassination,1
Litan,Bombing/Explosion,1
Litan,Hostage Taking (Kidnapping),1
Lohardaga,Armed Assault,1
Lohardaga,Bombing/Explosion,1
Lohardaga,Facility/Infrastructure Attack,2
lohardaga,Unarmed Assault,1
Lohardaga district,Armed Assault,1
Lohardaga district,Facility/Infrastructure Attack,1
Lokaichar,Bombing/Explosion,1
Longding district,Armed Assault,1
Longol,Assassination,1
Lucknow,Bombing/Explosion,1
Lumdiengiri,Armed Assault,1
Lumding,Bombing/Explosion,1
Luwangsangbam,Bombing/Explosion,2
Machhakund,Hostage Taking (Kidnapping),1
Machil,Armed Assault,1
Machkund,Assassination,1
Machkund,Bombing/Explosion,1
Madakapodur,Assassination,1
Madded,Bombing/Explosion,1
Madhwapur,Bombing/Explosion,1
Maduaha,Facility/Infrastructure Attack,1
Madurai,Armed Assault,1
Madurai,Bombing/Explosion,6
Madurai,Facility/Infrastructure Attack,1
Madurai,Hostage Taking (Kidnapping),1
Magam,Bombing/Explosion,1
Magurbari,Armed Assault,1
Maharabi,Bombing/Explosion,1
Maharabi lamkhai,Bombing/Explosion,1
Mahasamund,Armed Assault,1
Maheshduba,Bombing/Explosion,1
Mahoba,Bombing/Explosion,1
Mahupadar,Assassination,1
Mahupadar,Hostage Taking (Kidnapping),1
Mahur,Bombing/Explosion,1
Majdia,Bombing/Explosion,1
Majhaulia,Bombing/Explosion,1
Majhowlia,Bombing/Explosion,1
Majuli,Hostage Taking (Kidnapping),1
Makarpur,Armed Assault,1
Makhan,Bombing/Explosion,1
Makra,Armed Assault,1
Malda,Assassination,1
Malda,Bombing/Explosion,1
Malda Kumar Roajapara,Hostage Taking (Kidnapping),1
Malkangiri,Armed Assault,14
Malkangiri,Bombing/Explosion,25
Malkangiri,Facility/Infrastructure Attack,6
Malkangiri,Hostage Taking (Kidnapping),5
Malkangiri district,Armed Assault,3
Malkangiri district,Bombing/Explosion,5
Malkangiri district,Facility/Infrastructure Attack,2
Malkangiri district,Hostage Taking (Kidnapping),2
Malkhed,Bombing/Explosion,1
Malnar,Armed Assault,1
Managiri,Bombing/Explosion,1
Mandu,Hostage Taking (Kidnapping),1
Manewara,Hostage Taking (Kidnapping),1
Mangaldai,Bombing/Explosion,2
Mangalkote,Bombing/Explosion,1
Mangnar,Bombing/Explosion,1
Manhe Mahugaon,Facility/Infrastructure Attack,1
Manja,Hostage Taking (Kidnapping),1
Manjhaul,Bombing/Explosion,1
Manmaru,Armed Assault,2
Mansai,Armed Assault,1
Mantripukhri,Bombing/Explosion,1
Mardapal,Facility/Infrastructure Attack,1
Marenga,Armed Assault,1
Mariani,Hostage Taking (Kidnapping),1
Mariwada,Armed Assault,1
Markatlola,Hostage Taking (Barricade Incident),1
Markegaon,Unarmed Assault,1
Maruthayil,Bombing/Explosion,1
Masangdihi,Armed Assault,1
Masurtoli,Hostage Taking (Kidnapping),1
Matda,Hostage Taking (Kidnapping),1
Mathamangalam,Bombing/Explosion,1
Mathili,Facility/Infrastructure Attack,1
Mathili district,Hostage Taking (Kidnapping),1
Mathiya,Bombing/Explosion,1
Mauzam,Hostage Taking (Kidnapping),1
Mawbon,Armed Assault,1
Mawkyrwat,Facility/Infrastructure Attack,1
Mawlai,Facility/Infrastructure Attack,1
Mayurbhanj,Armed Assault,1
Mayurbhanj,Hostage Taking (Kidnapping),1
Mazbat,Armed Assault,1
Medak's Tellapur,Bombing/Explosion,1
Medartari,Bombing/Explosion,1
Medinipur,Armed Assault,1
Medinipur,Facility/Infrastructure Attack,2
Medinipur,Hostage Taking (Kidnapping),1
Meerapur,Assassination,1
Meerut,Assassination,1
Meerut,Hostage Taking (Kidnapping),1
Melaghar,Bombing/Explosion,1
Menda,Bombing/Explosion,1
Menda,Facility/Infrastructure Attack,1
Mendhar,Bombing/Explosion,1
Mendipathar,Armed Assault,1
Mendipathar,Hostage Taking (Kidnapping),2
Midnapore,Armed Assault,57
Midnapore,Assassination,3
Midnapore,Bombing/Explosion,19
Midnapore,Facility/Infrastructure Attack,14
Midnapore,Hostage Taking (Kidnapping),35
Midnapore,Unarmed Assault,1
Minpa,Armed Assault,2
Mirganj,Facility/Infrastructure Attack,1
Mithapur,Bombing/Explosion,1
Moga Thanda,Bombing/Explosion,1
Mohanpur Misroliya,Facility/Infrastructure Attack,1
Mohara,Armed Assault,1
Mohunpur,Bombing/Explosion,1
Moidangpok,Bombing/Explosion,1
Moirang,Assassination,1
Moirang,Bombing/Explosion,3
Moirang Purel,Assassination,1
Mokkampatti,Bombing/Explosion,1
Mokokchung district,Bombing/Explosion,1
Molandhubi,Armed Assault,1
Mongkot Chepu,Hostage Taking (Kidnapping),1
Moniram lakethe,Armed Assault,1
Monshang,Bombing/Explosion,1
Moran,Armed Assault,1
Moreh,Bombing/Explosion,4
Morena,Bombing/Explosion,1
Moriakichi Bazar,Bombing/Explosion,1
Motihari,Armed Assault,1
Motihari,Bombing/Explosion,1
Motphran,Assassination,1
Mrigi,Bombing/Explosion,1
Muire,Bombing/Explosion,1
Muirei,Bombing/Explosion,1
Mukkali,Facility/Infrastructure Attack,1
Multijhara,Armed Assault,1
Mumbai,Bombing/Explosion,3
Mumbai,Unarmed Assault,1
Mumuri,Bombing/Explosion,1
Munger,Armed Assault,2
Munger,Bombing/Explosion,4
Munger,Facility/Infrastructure Attack,2
Munger,Hostage Taking (Kidnapping),2
Munger district,Bombing/Explosion,1
Muradnagar,Assassination,1
Muramgaon,Hostage Taking (Kidnapping),1
Murhu,Armed Assault,1
Murhu,Bombing/Explosion,1
Murshidabad,Armed Assault,2
Murshidabad,Bombing/Explosion,1
Murtunda,Armed Assault,1
Muzaffarpur,Armed Assault,1
Muzaffarpur,Assassination,2
Muzaffarpur,Bombing/Explosion,5
Muzaffarpur,Facility/Infrastructure Attack,3
Nabadwip,Bombing/Explosion,1
Nabarangpur,Armed Assault,2
Nabha,Bombing/Explosion,1
Nabokgre,Armed Assault,1
Nachou,Bombing/Explosion,1
Nadapuram,Bombing/Explosion,1
Nadgaon district,Bombing/Explosion,1
Nadia district,Assassination,1
Nagaon,Bombing/Explosion,1
Nagaon district,Bombing/Explosion,1
Nagari Malpora,Bombing/Explosion,1
Naharjan,Assassination,1
Naharup,Bombing/Explosion,1
Naid Khai,Bombing/Explosion,1
Naidkhai,Armed Assault,1
Naihati,Bombing/Explosion,1
Najafgarh,Assassination,1
Nakkapalli,Bombing/Explosion,1
Nakodar,Armed Assault,1
Nalbari,Bombing/Explosion,2
Namakkal,Armed Assault,1
Nambol,Bombing/Explosion,2
Namkonda,Hostage Taking (Kidnapping),1
Nampisha,Bombing/Explosion,1
Namtola,Bombing/Explosion,1
Nandhavanappatty,Assassination,1
Narayanpatna,Armed Assault,2
Narayanpur,Armed Assault,9
Narayanpur,Bombing/Explosion,4
Narayanpur,Hostage Taking (Kidnapping),3
Narayanpur district,Armed Assault,2
Narayanpur district,Bombing/Explosion,3
Narayanpur district,Facility/Infrastructure Attack,1
Narbal,Bombing/Explosion,1
Narki,Bombing/Explosion,1
Narnaund,Armed Assault,1
Narotampur,Bombing/Explosion,1
Narsingbari,Armed Assault,1
Nathnagar,Bombing/Explosion,2
Natun Haza,Hostage Taking (Kidnapping),1
Naudeeha Bazaar,Bombing/Explosion,1
Nauni,Hostage Taking (Kidnapping),1
Navakaniya,Hostage Taking (Barricade Incident),1
Navinagar,Hostage Taking (Kidnapping),1
Navkania,Hostage Taking (Kidnapping),1
Nawa Toli,Bombing/Explosion,1
Nawada,Bombing/Explosion,1
Nawada district,Armed Assault,1
Nawada district,Facility/Infrastructure Attack,1
Nawadih,Assassination,1
Nayan Guri,Armed Assault,1
Nayanar,Armed Assault,1
Nehru Park,Armed Assault,1
Nekhavaya,Facility/Infrastructure Attack,1
Nellore,Assassination,1
Nelnar,Bombing/Explosion,1
Neloura,Armed Assault,1
Nengkhra,Bombing/Explosion,1
Nengsawakse,Facility/Infrastructure Attack,1
Nepa,Facility/Infrastructure Attack,1
Nerli,Bombing/Explosion,1
New Delhi,Assassination,1
New Delhi,Bombing/Explosion,5
New Delhi,Facility/Infrastructure Attack,1
Nij Dimou,Bombing/Explosion,1
Noney,Hostage Taking (Kidnapping),1
Nongalbibra,Armed Assault,1
Nongolpara,Hostage Taking (Kidnapping),1
Nongpok Keithelmanbi,Bombing/Explosion,1
Nongren,Bombing/Explosion,2
Noonmati,Bombing/Explosion,2
North Cachar Hills,Armed Assault,2
North Cachar Hills,Bombing/Explosion,4
North Cachar Hills,Facility/Infrastructure Attack,1
Nowgam,Armed Assault,1
Nowgam,Bombing/Explosion,1
Nowpora,Armed Assault,1
Nowpora,Bombing/Explosion,1
Nuaguda,Hostage Taking (Kidnapping),1
Nuapada,Bombing/Explosion,1
Nuapada,Hostage Taking (Kidnapping),1
Numaligarh,Bombing/Explosion,1
Nungba,Bombing/Explosion,1
Odia Pentha,Armed Assault,1
Ompora,Bombing/Explosion,1
Onakkunu,Facility/Infrastructure Attack,1
Oragitok,Armed Assault,2
Oragitok,Hostage Taking (Kidnapping),1
Pachra,Bombing/Explosion,1
Paderu,Facility/Infrastructure Attack,1
Padia,Bombing/Explosion,1
Padmabil,Bombing/Explosion,1
Pahoo,Bombing/Explosion,1
Pakhanjure,Armed Assault,1
Pakherpora,Armed Assault,1
Pakhiriguri,Armed Assault,1
Pakuahat,Armed Assault,1
Palamau,Armed Assault,2
Palamau,Bombing/Explosion,11
Palamau,Facility/Infrastructure Attack,5
Palamau,Hostage Taking (Kidnapping),4
Palamau district,Bombing/Explosion,1
Palamu,Bombing/Explosion,1
Palamu district,Armed Assault,1
Palamu district,Bombing/Explosion,1
Palamu district,Facility/Infrastructure Attack,1
Palamu district,Hostage Taking (Kidnapping),1
Palhalan,Armed Assault,1
Palhalan,Bombing/Explosion,1
Pallel,Bombing/Explosion,2
Palnar,Facility/Infrastructure Attack,1
Pamalwaya,Bombing/Explosion,1
Pamed,Armed Assault,1
Pamed,Bombing/Explosion,1
Pampore,Armed Assault,3
Panasput,Hostage Taking (Kidnapping),1
Panbari,Armed Assault,1
Pancharatna,Bombing/Explosion,1
Panipora,Assassination,1
Panki,Bombing/Explosion,1
Pantimetla,Hostage Taking (Kidnapping),1
Paradip,Bombing/Explosion,1
Parakkadavu,Bombing/Explosion,3
Paralkot,Facility/Infrastructure Attack,1
Parasi,Bombing/Explosion,1
Parganas district,Bombing/Explosion,1
Parnashala,Armed Assault,1
Parsauni,Bombing/Explosion,1
Parsurampara,Armed Assault,1
Parta,Facility/Infrastructure Attack,1
Patamda,Armed Assault,1
Patana,Bombing/Explosion,1
Patgaon,Bombing/Explosion,1
Pathara,Bombing/Explosion,1
Pathgatha,Armed Assault,1
Patna,Bombing/Explosion,11
Patpani,Armed Assault,1
Patrapali,Hostage Taking (Kidnapping),1
Patsoi,Bombing/Explosion,1
Pattam,Assassination,1
Pattan,Armed Assault,1
Pattan,Bombing/Explosion,1
Pattukottai,Bombing/Explosion,1
Patung,Armed Assault,1
Pedaarlagudem,Facility/Infrastructure Attack,1
Pedapadu,Facility/Infrastructure Attack,1
Peeding,Armed Assault,1
Pega,Hostage Taking (Kidnapping),1
Pendajam,Facility/Infrastructure Attack,1
Pendri,Bombing/Explosion,1
Perambalur,Bombing/Explosion,1
Peringome,Bombing/Explosion,1
Perivalli,Hostage Taking (Kidnapping),1
Phaikon,Bombing/Explosion,1
Pheijaton,Bombing/Explosion,1
Phek district,Bombing/Explosion,1
Philobari,Bombing/Explosion,2
Phulbari,Armed Assault,1
Phulwama,Bombing/Explosion,1
Pipili,Armed Assault,1
Pirtand,Armed Assault,1
Podia,Armed Assault,2
Pollampalli,Bombing/Explosion,1
Poonch,Armed Assault,1
Poonch district,Bombing/Explosion,4
Porahita,Bombing/Explosion,1
Posotia,Bombing/Explosion,1
Potamunda,Bombing/Explosion,1
Pottangi,Hostage Taking (Kidnapping),1
Pratappur,Bombing/Explosion,1
Puducherry,Bombing/Explosion,1
Pukhri Mapal,Bombing/Explosion,1
Pulwama,Armed Assault,7
Pulwama,Assassination,1
Pulwama,Bombing/Explosion,3
Pulwama district,Armed Assault,3
Punadih,Hostage Taking (Kidnapping),1
Pune,Assassination,2
Pune,Bombing/Explosion,8
Pungdongbam,Bombing/Explosion,1
Pungera,Bombing/Explosion,1
Puri,Armed Assault,1
Purnapani,Bombing/Explosion,1
Puruliya,Armed Assault,12
Puruliya,Assassination,1
Puruliya,Bombing/Explosion,3
Puruliya,Hostage Taking (Kidnapping),5
Purushottampur,Bombing/Explosion,1
Puthimari Nagaon,Bombing/Explosion,1
Qaimoh,Armed Assault,2
Qazigund,Armed Assault,1
Qazigund,Bombing/Explosion,2
Qoimoh,Assassination,1
Rafiabad,Bombing/Explosion,1
Rai,Armed Assault,1
Raidighi,Armed Assault,1
Rainawari,Armed Assault,1
Raipur,Armed Assault,3
Raipur,Bombing/Explosion,2
Raipur,Hostage Taking (Kidnapping),1
Raj Nandgaon,Armed Assault,6
Raj Nandgaon,Hostage Taking (Kidnapping),2
Rajabagan,Facility/Infrastructure Attack,1
Rajdhanwar,Armed Assault,1
Rajgarh,Bombing/Explosion,1
Rajiv Nagar,Hostage Taking (Kidnapping),1
Rajivnagar,Hostage Taking (Kidnapping),1
Rajnandgaon,Facility/Infrastructure Attack,1
Rajnandgaon district,Bombing/Explosion,1
Rajouri,Armed Assault,1
Rajouri,Assassination,1
Rajouri,Bombing/Explosion,1
Rajouri district,Bombing/Explosion,2
Rajpeta,Bombing/Explosion,1
Rajpora,Armed Assault,1
Rajpur,Armed Assault,1
Ramaguda,Hostage Taking (Kidnapping),1
Ramaram,Armed Assault,1
Ramban,Facility/Infrastructure Attack,1
Ramdapara,Armed Assault,1
Ramgarh,Bombing/Explosion,1
Ramgarh district,Facility/Infrastructure Attack,2
Ramgiri,Bombing/Explosion,1
Ramnathpur,Hostage Taking (Kidnapping),2
Ranbir Singh Pora,Bombing/Explosion,1
Ranbir Singh Pura,Bombing/Explosion,1
Ranchi,Armed Assault,3
Ranchi,Bombing/Explosion,6
Ranchi,Facility/Infrastructure Attack,1
Ranchi,Hostage Taking (Kidnapping),1
Rangamati,Hostage Taking (Kidnapping),1
Rangapara,Bombing/Explosion,1
Rangatari,Hostage Taking (Kidnapping),1
Rangia,Bombing/Explosion,1
Rangkala,Hostage Taking (Kidnapping),1
Rangmai,Armed Assault,1
Rankhalbasti,Hostage Taking (Kidnapping),1
Rasong,Bombing/Explosion,1
Ratanpur,Armed Assault,1
Ratlam,Assassination,1
Ratu,Hostage Taking (Kidnapping),1
Raxaul,Bombing/Explosion,1
Rayagada,Armed Assault,1
Rayagada,Bombing/Explosion,1
Rayagada,Hostage Taking (Kidnapping),3
Rayagada district,Facility/Infrastructure Attack,1
Rengali,Armed Assault,1
Rerwa,Armed Assault,1
Revora,Unarmed Assault,1
Rimrangpara,Armed Assault,1
Rimthiyam,Assassination,1
Ringreygittim,Bombing/Explosion,1
Rohtas,Armed Assault,2
Rohtas,Bombing/Explosion,5
Rohtas,Facility/Infrastructure Attack,1
Rohtas,Hostage Taking (Kidnapping),3
Rongara,Hostage Taking (Kidnapping),1
Rongbong Ghat,Hostage Taking (Kidnapping),1
Rongcheck Akong,Armed Assault,1
Rongdotchi,Assassination,1
Rongge,Hostage Taking (Kidnapping),1
Rongkhon,Bombing/Explosion,1
Rongkhon,Hostage Taking (Kidnapping),1
Rongrakgre,Bombing/Explosion,1
Rongram,Bombing/Explosion,1
Rongrenggiri,Armed Assault,1
Rongrikkimgre,Hostage Taking (Kidnapping),1
Roorkee,Bombing/Explosion,1
Roro,Hostage Taking (Kidnapping),1
Rourkela,Bombing/Explosion,1
Sagolmang Mamang leikai,Bombing/Explosion,1
Saiko,Armed Assault,1
Sajik Tampak,Bombing/Explosion,1
Salbani,Armed Assault,1
Salbani,Bombing/Explosion,3
Salem,Assassination,1
Saloora Ganderbal,Armed Assault,1
Samanda Megapgre,Hostage Taking (Kidnapping),1
Samba,Bombing/Explosion,3
Sambalpur,Facility/Infrastructure Attack,1
Samboora,Armed Assault,1
Samurou,Bombing/Explosion,1
Sanaguchibhata,Armed Assault,1
Sanbalijore,Bombing/Explosion,1
Sandarpuram,Facility/Infrastructure Attack,1
Sandeshkhali,Armed Assault,2
Sandural,Hostage Taking (Kidnapping),1
Sangaiprou Mamang leikai,Bombing/Explosion,1
Sangel,Hostage Taking (Kidnapping),1
Sangli,Facility/Infrastructure Attack,1
Sangrama,Armed Assault,1
Sankrail,Bombing/Explosion,1
Santoshpur,Armed Assault,1
Saraikela,Facility/Infrastructure Attack,1
Saran,Bombing/Explosion,3
Saran,Facility/Infrastructure Attack,2
Saranda area,Bombing/Explosion,1
Sarkanta,Bombing/Explosion,1
Sarkeguda,Bombing/Explosion,1
Sarkubandha,Hostage Taking (Kidnapping),1
Sarnadih,Facility/Infrastructure Attack,1
Sarpanch Para,Bombing/Explosion,1
Sasatgre,Hostage Taking (Kidnapping),2
Satbarwa,Armed Assault,1
Satyanarayanapuram,Bombing/Explosion,1
Saujian,Bombing/Explosion,1
Sawombung,Bombing/Explosion,1
Seeram,Bombing/Explosion,1
Seijang,Bombing/Explosion,1
Sekmai,Bombing/Explosion,1
Senapati,Armed Assault,1
Senapati,Assassination,1
Senapati,Bombing/Explosion,3
Senapati,Facility/Infrastructure Attack,2
