source,target,weight
"Srinagar, J&K",Tourists,1
"Srinagar, J+K",Government (General),7
"Srinagar, J+K",Journalists & Media,2
"Srinagar, J+K",Military,1
"Srinagar, J+K",Police,2
"Srinagar, J+K",Private Citizens & Property,2
"Srinagar, J+K State",NGO,1
"Srinagar, Jammu and Kashmir State",Government (General),2
"Srinagar, Kashmir",Journalists & Media,1
Srinagar-Jammu Highway,Transportation,1
Srinager,Journalists & Media,1
Srinager,Military,1
Srinager,Police,1
Srinager,Transportation,1
"Srinajan, J+K",Police,1
Srinajar,Business,1
Srinajar,Government (General),1
Srinajar,Journalists & Media,1
Srinajar,Military,2
Srinajar,Police,11
"Srinajar, J+K",Government (General),2
Sringar,Military,1
"Sringar, Jammu and Kashmir State",Government (General),1
Srinigar,Business,24
Srinigar,Educational Institution,7
Srinigar,Government (Diplomatic),1
Srinigar,Government (General),28
Srinigar,Journalists & Media,6
Srinigar,Military,21
Srinigar,Police,50
Srinigar,Private Citizens & Property,24
Srinigar,Religious Figures/Institutions,1
Srinigar,Telecommunication,1
Srinigar,Terrorists/Non-State Militia,1
Srinigar,Tourists,2
Srinigar,Transportation,2
Sriperumpudur,Government (General),1
Sririgar,Journalists & Media,1
Srunajar,Private Citizens & Property,1
Sugandh,Private Citizens & Property,1
Sumbal,Government (General),1
Sumbal,Private Citizens & Property,1
Sumber Jammu & Kashmir,Military,1
Sunan,Business,2
Surankot,Private Citizens & Property,2
Sursand District,Violent Political Party,1
Swaram,Private Citizens & Property,1
Tada,Police,1
Talwandibhai,Private Citizens & Property,1
Tamahat,Government (General),1
Tamil Nadu State,Government (General),1
Tamil Nadu State,Private Citizens & Property,4
Tandra,Police,1
Tangmang,Military,1
Tapa Town,Private Citizens & Property,1
Taran Taran,Police,1
Targadh,Transportation,1
Tarn Taran,Government (General),1
Tarn Taran,Military,1
Tarn Taran,Police,3
Tarn Taran,Religious Figures/Institutions,1
Tarn Taran,Transportation,1
Tarsikha,Police,1
Tehsil Goal,Military,1
Teliamura,Private Citizens & Property,1
Thane,Transportation,1
Thanlon,Private Citizens & Property,1
Thinkeu,Military,1
Thoubal D.,Private Citizens & Property,1
"Thoubal D., Manipur",Military,1
Thub,Private Citizens & Property,1
Thuth Dhandari,Military,1
Thuth Dhandari,Private Citizens & Property,1
Tichy/Thottipalayam/Thrissur,Transportation,3
Tikana,Transportation,1
Tinsukia,Utilities,1
Tinsukia District,Police,2
Tiruchi,Police,1
Tiruchirappali,Government (General),1
Todarmal,Military,1
Tohana,Private Citizens & Property,1
Trehgam,Military,1
Tripura,Violent Political Party,1
Tripura State,Government (General),1
Tripura State,Police,1
Trivandrum,Private Citizens & Property,1
"Tronglow-Kanghphal, Manipur",Police,1
Trunde,Police,1
"Tujjar-Zaloura, J+K",Military,1
Tulane,Police,1
"Tusjar Village, Jammu and Kashmir State",Private Citizens & Property,1
U/I Village,Private Citizens & Property,2
"U/I Village, Doda District",Military,1
"U/I Village, Manipur State",Police,1
Udalguri,Police,1
"Udalguri Area, Assam State",Police,1
"Udalguri, Darrang D., Assam S",Business,1
Ukhrul,Police,1
Umra Nangal,Government (General),1
"Uri, J+K State",Military,1
Uttar Pradesh,Private Citizens & Property,3
Uttar Pradesh State,Government (General),2
Uttar Pradesh State,Police,1
Uttar Pradesh State,Private Citizens & Property,1
Valgam,Military,1
Valtoha,Transportation,1
Vanlaiphai,Transportation,1
Varanasi,Government (General),1
Varanasi,Journalists & Media,1
Varanasi,Private Citizens & Property,1
Vazhapadi,Police,1
Velpur,Police,1
Vijaypur,Transportation,1
Village Nihake,Police,1
Virar,Transportation,1
"VLC Mahua, Rajasthan",Transportation,1
Wahabpura,Police,1
Wandhama,Private Citizens & Property,1
Wangehuk,Police,1
Warangal,Government (General),1
Warangal,Private Citizens & Property,1
"Warangal D., Andhra Pradesh",Police,1
Warangal District,Government (General),1
"Warangal, Andhra Pradesh",Government (General),1
Warangel Andhra Pradesh,Government (General),1
Waripura,Private Citizens & Property,1
Warpwh,Private Citizens & Property,1
Wasoora,Private Citizens & Property,1
Watapura-Bandipura,Government (General),1
"Wathargam, J+K",Business,1
West Bengal,Private Citizens & Property,1
West Bengal,Religious Figures/Institutions,1
Wokha,Military,1
"Wokha D., Nagaland",Military,1
Yacharam,Police,1
Yanglam Leikai,Police,1
Zira,Police,1
Zojipel,Tourists,1
